실험회수,드론의 높이(m), 풍속(m?s), 드론발전기최대전력(w),드른중량(Kg),밧데리방전율,   농약살포 효율성(면적)(ha) 
1 ,11.00 ,1.00 ,135190.00 ,15.00 ,1.20 ,"26,767,620 "
1 ,20.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"54,241,920 "
1 ,20.00 ,1.00 ,116700.00 ,15.00 ,1.20 ,"42,012,000 "
1 ,11.00 ,1.00 ,112360.00 ,15.00 ,1.20 ,"22,247,280 "
1 ,10.00 ,1.00 ,141427.00 ,15.00 ,1.20 ,"25,456,860 "
1 ,15.00 ,1.00 ,133630.00 ,15.00 ,1.20 ,"36,080,100 "
1 ,10.00 ,1.00 ,131208.00 ,15.00 ,1.20 ,"23,617,440 "
1 ,15.00 ,1.00 ,143040.00 ,15.00 ,1.20 ,"38,620,800 "
1 ,13.00 ,1.00 ,141528.00 ,15.00 ,1.20 ,"33,117,552 "
1 ,15.00 ,1.00 ,139128.00 ,15.00 ,1.20 ,"37,564,560 "
1 ,19.00 ,1.00 ,139152.00 ,15.00 ,1.20 ,"47,589,984 "
1 ,15.00 ,1.00 ,116660.00 ,15.00 ,1.20 ,"31,498,200 "
1 ,14.00 ,1.00 ,132549.00 ,15.00 ,1.20 ,"33,402,348 "
1 ,19.00 ,1.00 ,138270.00 ,15.00 ,1.20 ,"47,288,340 "
1 ,19.00 ,1.00 ,115160.00 ,15.00 ,1.20 ,"39,384,720 "
1 ,12.00 ,1.00 ,126270.00 ,15.00 ,1.20 ,"27,274,320 "
1 ,17.00 ,1.00 ,132503.00 ,15.00 ,1.20 ,"40,545,918 "
1 ,18.00 ,1.00 ,121700.00 ,15.00 ,1.20 ,"39,430,800 "
1 ,18.00 ,1.00 ,130800.00 ,15.00 ,1.20 ,"42,379,200 "
1 ,12.00 ,1.00 ,150792.00 ,15.00 ,1.20 ,"32,571,072 "
1 ,13.00 ,1.00 ,129404.00 ,15.00 ,1.20 ,"30,280,536 "
1 ,17.00 ,1.00 ,141624.00 ,15.00 ,1.20 ,"43,336,944 "
1 ,19.00 ,1.00 ,125560.00 ,15.00 ,1.20 ,"42,941,520 "
1 ,13.00 ,1.00 ,138529.00 ,15.00 ,1.20 ,"32,415,786 "
1 ,20.00 ,1.00 ,145224.00 ,15.00 ,1.20 ,"52,280,640 "
1 ,13.00 ,1.00 ,148488.00 ,15.00 ,1.20 ,"34,746,192 "
1 ,13.00 ,1.00 ,144394.00 ,15.00 ,1.20 ,"33,788,196 "
1 ,15.00 ,1.00 ,133464.00 ,15.00 ,1.20 ,"36,035,280 "
1 ,20.00 ,1.00 ,129885.00 ,15.00 ,1.20 ,"46,758,600 "
1 ,11.00 ,1.00 ,108000.00 ,15.00 ,1.20 ,"21,384,000 "
1 ,14.00 ,1.00 ,145608.00 ,15.00 ,1.20 ,"36,693,216 "
1 ,19.00 ,1.00 ,127908.00 ,15.00 ,1.20 ,"43,744,536 "
1 ,18.00 ,1.00 ,145032.00 ,15.00 ,1.20 ,"46,990,368 "
1 ,19.00 ,1.00 ,141588.00 ,15.00 ,1.20 ,"48,423,096 "
1 ,11.00 ,1.00 ,148320.00 ,15.00 ,1.20 ,"29,367,360 "
1 ,17.00 ,1.00 ,143129.00 ,15.00 ,1.20 ,"43,797,474 "
1 ,12.00 ,1.00 ,129129.00 ,15.00 ,1.20 ,"27,891,864 "
1 ,10.00 ,1.00 ,137770.00 ,15.00 ,1.20 ,"24,798,600 "
1 ,14.00 ,1.00 ,139392.00 ,15.00 ,1.20 ,"35,126,784 "
1 ,20.00 ,1.00 ,139008.00 ,15.00 ,1.20 ,"50,042,880 "
1 ,13.00 ,1.00 ,114620.00 ,15.00 ,1.20 ,"26,821,080 "
1 ,11.00 ,1.00 ,138138.00 ,15.00 ,1.20 ,"27,351,324 "
1 ,15.00 ,1.00 ,115164.00 ,15.00 ,1.20 ,"31,094,280 "
1 ,11.00 ,1.00 ,118314.00 ,15.00 ,1.20 ,"23,426,172 "
1 ,14.00 ,1.00 ,124992.00 ,15.00 ,1.20 ,"31,497,984 "
1 ,11.00 ,1.00 ,126615.00 ,15.00 ,1.20 ,"25,069,770 "
1 ,17.00 ,1.00 ,131691.00 ,15.00 ,1.20 ,"40,297,446 "
1 ,10.00 ,1.00 ,134486.00 ,15.00 ,1.20 ,"24,207,480 "
1 ,18.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"48,817,728 "
1 ,18.00 ,1.00 ,140808.00 ,15.00 ,1.20 ,"45,621,792 "
1 ,11.00 ,1.00 ,129927.00 ,15.00 ,1.20 ,"25,725,546 "
1 ,17.00 ,1.00 ,115605.00 ,15.00 ,1.20 ,"35,375,130 "
1 ,11.00 ,1.00 ,142761.00 ,15.00 ,1.20 ,"28,266,678 "
1 ,19.00 ,1.00 ,138432.00 ,15.00 ,1.20 ,"47,343,744 "
1 ,14.00 ,1.00 ,138690.00 ,15.00 ,1.20 ,"34,949,880 "
1 ,19.00 ,1.00 ,121653.00 ,15.00 ,1.20 ,"41,605,326 "
1 ,15.00 ,1.00 ,123207.00 ,15.00 ,1.20 ,"33,265,890 "
1 ,19.00 ,1.00 ,114960.00 ,15.00 ,1.20 ,"39,316,320 "
1 ,17.00 ,1.00 ,143957.00 ,15.00 ,1.20 ,"44,050,842 "
1 ,17.00 ,1.00 ,145152.00 ,15.00 ,1.20 ,"44,416,512 "
1 ,19.00 ,1.00 ,124080.00 ,15.00 ,1.20 ,"42,435,360 "
1 ,14.00 ,1.00 ,120406.00 ,15.00 ,1.20 ,"30,342,312 "
1 ,17.00 ,1.00 ,132043.00 ,15.00 ,1.20 ,"40,405,158 "
1 ,19.00 ,1.00 ,116840.00 ,15.00 ,1.20 ,"39,959,280 "
1 ,12.00 ,1.00 ,112860.00 ,15.00 ,1.20 ,"24,377,760 "
1 ,16.00 ,1.00 ,150120.00 ,15.00 ,1.20 ,"43,234,560 "
1 ,13.00 ,1.00 ,119680.00 ,15.00 ,1.20 ,"28,005,120 "
1 ,16.00 ,1.00 ,111080.00 ,15.00 ,1.20 ,"31,991,040 "
1 ,20.00 ,1.00 ,150312.00 ,15.00 ,1.20 ,"54,112,320 "
1 ,11.00 ,1.00 ,110280.00 ,15.00 ,1.20 ,"21,835,440 "
1 ,18.00 ,1.00 ,112020.00 ,15.00 ,1.20 ,"36,294,480 "
1 ,14.00 ,1.00 ,132434.00 ,15.00 ,1.20 ,"33,373,368 "
1 ,18.00 ,1.00 ,132192.00 ,15.00 ,1.20 ,"42,830,208 "
1 ,15.00 ,1.00 ,143129.00 ,15.00 ,1.20 ,"38,644,830 "
1 ,14.00 ,1.00 ,137136.00 ,15.00 ,1.20 ,"34,558,272 "
1 ,12.00 ,1.00 ,136004.00 ,15.00 ,1.20 ,"29,376,864 "
1 ,20.00 ,1.00 ,121660.00 ,15.00 ,1.20 ,"43,797,600 "
1 ,14.00 ,1.00 ,118041.00 ,15.00 ,1.20 ,"29,746,332 "
1 ,20.00 ,1.00 ,118800.00 ,15.00 ,1.20 ,"42,768,000 "
1 ,16.00 ,1.00 ,122280.00 ,15.00 ,1.20 ,"35,216,640 "
1 ,16.00 ,1.00 ,134849.00 ,15.00 ,1.20 ,"38,836,512 "
1 ,15.00 ,1.00 ,130344.00 ,15.00 ,1.20 ,"35,192,880 "
1 ,17.00 ,1.00 ,126105.00 ,15.00 ,1.20 ,"38,588,130 "
1 ,20.00 ,1.00 ,128268.00 ,15.00 ,1.20 ,"46,176,480 "
1 ,15.00 ,1.00 ,123376.00 ,15.00 ,1.20 ,"33,311,520 "
1 ,18.00 ,1.00 ,114660.00 ,15.00 ,1.20 ,"37,149,840 "
1 ,12.00 ,1.00 ,141174.00 ,15.00 ,1.20 ,"30,493,584 "
1 ,16.00 ,1.00 ,124446.00 ,15.00 ,1.20 ,"35,840,448 "
1 ,14.00 ,1.00 ,130935.00 ,15.00 ,1.20 ,"32,995,620 "
1 ,10.00 ,1.00 ,124762.00 ,15.00 ,1.20 ,"22,457,160 "
1 ,18.00 ,1.00 ,123860.00 ,15.00 ,1.20 ,"40,130,640 "
1 ,13.00 ,1.00 ,110800.00 ,15.00 ,1.20 ,"25,927,200 "
1 ,12.00 ,1.00 ,114640.00 ,15.00 ,1.20 ,"24,762,240 "
1 ,13.00 ,1.00 ,142008.00 ,15.00 ,1.20 ,"33,229,872 "
1 ,12.00 ,1.00 ,120750.00 ,15.00 ,1.20 ,"26,082,000 "
1 ,10.00 ,1.00 ,139702.00 ,15.00 ,1.20 ,"25,146,360 "
1 ,14.00 ,1.00 ,135960.00 ,15.00 ,1.20 ,"34,261,920 "
1 ,12.00 ,1.00 ,127575.00 ,15.00 ,1.20 ,"27,556,200 "
1 ,19.00 ,1.00 ,143064.00 ,15.00 ,1.20 ,"48,927,888 "
1 ,17.00 ,1.00 ,136896.00 ,15.00 ,1.20 ,"41,890,176 "
1 ,10.00 ,1.00 ,108700.00 ,15.00 ,1.20 ,"19,566,000 "
1 ,10.00 ,1.00 ,125040.00 ,15.00 ,1.20 ,"22,507,200 "
1 ,18.00 ,1.00 ,131904.00 ,15.00 ,1.20 ,"42,736,896 "
1 ,14.00 ,1.00 ,115140.00 ,15.00 ,1.20 ,"29,015,280 "
1 ,14.00 ,1.00 ,119196.00 ,15.00 ,1.20 ,"30,037,392 "
1 ,16.00 ,1.00 ,121254.00 ,15.00 ,1.20 ,"34,921,152 "
1 ,14.00 ,1.00 ,126441.00 ,15.00 ,1.20 ,"31,863,132 "
1 ,19.00 ,1.00 ,130746.00 ,15.00 ,1.20 ,"44,715,132 "
1 ,17.00 ,1.00 ,117940.00 ,15.00 ,1.20 ,"36,089,640 "
1 ,19.00 ,1.00 ,121440.00 ,15.00 ,1.20 ,"41,532,480 "
1 ,14.00 ,1.00 ,125532.00 ,15.00 ,1.20 ,"31,634,064 "
1 ,14.00 ,1.00 ,141384.00 ,15.00 ,1.20 ,"35,628,768 "
1 ,11.00 ,1.00 ,111180.00 ,15.00 ,1.20 ,"22,013,640 "
1 ,20.00 ,1.00 ,133285.00 ,15.00 ,1.20 ,"47,982,600 "
1 ,15.00 ,1.00 ,131604.00 ,15.00 ,1.20 ,"35,533,080 "
1 ,13.00 ,1.00 ,118620.00 ,15.00 ,1.20 ,"27,757,080 "
1 ,16.00 ,1.00 ,134640.00 ,15.00 ,1.20 ,"38,776,320 "
1 ,16.00 ,1.00 ,121120.00 ,15.00 ,1.20 ,"34,882,560 "
1 ,12.00 ,1.00 ,118720.00 ,15.00 ,1.20 ,"25,643,520 "
1 ,17.00 ,1.00 ,122367.00 ,15.00 ,1.20 ,"37,444,302 "
1 ,16.00 ,1.00 ,130056.00 ,15.00 ,1.20 ,"37,456,128 "
1 ,12.00 ,1.00 ,135552.00 ,15.00 ,1.20 ,"29,279,232 "
1 ,11.00 ,1.00 ,146928.00 ,15.00 ,1.20 ,"29,091,744 "
1 ,19.00 ,1.00 ,137856.00 ,15.00 ,1.20 ,"47,146,752 "
1 ,10.00 ,1.00 ,120692.00 ,15.00 ,1.20 ,"21,724,560 "
1 ,12.00 ,1.00 ,119416.00 ,15.00 ,1.20 ,"25,793,856 "
1 ,11.00 ,1.00 ,113900.00 ,15.00 ,1.20 ,"22,552,200 "
1 ,13.00 ,1.00 ,122520.00 ,15.00 ,1.20 ,"28,669,680 "
1 ,11.00 ,1.00 ,123081.00 ,15.00 ,1.20 ,"24,370,038 "
1 ,13.00 ,1.00 ,122160.00 ,15.00 ,1.20 ,"28,585,440 "
1 ,11.00 ,1.00 ,128766.00 ,15.00 ,1.20 ,"25,495,668 "
1 ,10.00 ,1.00 ,118040.00 ,15.00 ,1.20 ,"21,247,200 "
1 ,19.00 ,1.00 ,120648.00 ,15.00 ,1.20 ,"41,261,616 "
1 ,15.00 ,1.00 ,113100.00 ,15.00 ,1.20 ,"30,537,000 "
1 ,17.00 ,1.00 ,114534.00 ,15.00 ,1.20 ,"35,047,404 "
1 ,14.00 ,1.00 ,129171.00 ,15.00 ,1.20 ,"32,551,092 "
1 ,16.00 ,1.00 ,120360.00 ,15.00 ,1.20 ,"34,663,680 "
1 ,11.00 ,1.00 ,128414.00 ,15.00 ,1.20 ,"25,425,972 "
1 ,13.00 ,1.00 ,120604.00 ,15.00 ,1.20 ,"28,221,336 "
1 ,17.00 ,1.00 ,127226.00 ,15.00 ,1.20 ,"38,931,156 "
1 ,13.00 ,1.00 ,148776.00 ,15.00 ,1.20 ,"34,813,584 "
1 ,16.00 ,1.00 ,149616.00 ,15.00 ,1.20 ,"43,089,408 "
1 ,12.00 ,1.00 ,122661.00 ,15.00 ,1.20 ,"26,494,776 "
1 ,17.00 ,1.00 ,119980.00 ,15.00 ,1.20 ,"36,713,880 "
1 ,19.00 ,1.00 ,140507.00 ,15.00 ,1.20 ,"48,053,394 "
1 ,12.00 ,1.00 ,122914.00 ,15.00 ,1.20 ,"26,549,424 "
1 ,14.00 ,1.00 ,128304.00 ,15.00 ,1.20 ,"32,332,608 "
1 ,13.00 ,1.00 ,124614.00 ,15.00 ,1.20 ,"29,159,676 "
1 ,14.00 ,1.00 ,111540.00 ,15.00 ,1.20 ,"28,108,080 "
1 ,15.00 ,1.00 ,137241.00 ,15.00 ,1.20 ,"37,055,070 "
1 ,14.00 ,1.00 ,122606.00 ,15.00 ,1.20 ,"30,896,712 "
1 ,20.00 ,1.00 ,121338.00 ,15.00 ,1.20 ,"43,681,680 "
1 ,12.00 ,1.00 ,117100.00 ,15.00 ,1.20 ,"25,293,600 "
1 ,19.00 ,1.00 ,139909.00 ,15.00 ,1.20 ,"47,848,878 "
1 ,19.00 ,1.00 ,134808.00 ,15.00 ,1.20 ,"46,104,336 "
1 ,15.00 ,1.00 ,130870.00 ,15.00 ,1.20 ,"35,334,900 "
1 ,18.00 ,1.00 ,110840.00 ,15.00 ,1.20 ,"35,912,160 "
1 ,10.00 ,1.00 ,124620.00 ,15.00 ,1.20 ,"22,431,600 "
1 ,20.00 ,1.00 ,125280.00 ,15.00 ,1.20 ,"45,100,800 "
1 ,12.00 ,1.00 ,149496.00 ,15.00 ,1.20 ,"32,291,136 "
1 ,19.00 ,1.00 ,124234.00 ,15.00 ,1.20 ,"42,488,028 "
1 ,17.00 ,1.00 ,110280.00 ,15.00 ,1.20 ,"33,745,680 "
1 ,18.00 ,1.00 ,108480.00 ,15.00 ,1.20 ,"35,147,520 "
1 ,20.00 ,1.00 ,138168.00 ,15.00 ,1.20 ,"49,740,480 "
1 ,13.00 ,1.00 ,122720.00 ,15.00 ,1.20 ,"28,716,480 "
1 ,12.00 ,1.00 ,128121.00 ,15.00 ,1.20 ,"27,674,136 "
1 ,17.00 ,1.00 ,120540.00 ,15.00 ,1.20 ,"36,885,240 "
1 ,20.00 ,1.00 ,128079.00 ,15.00 ,1.20 ,"46,108,440 "
1 ,11.00 ,1.00 ,125979.00 ,15.00 ,1.20 ,"24,943,842 "
1 ,13.00 ,1.00 ,130504.00 ,15.00 ,1.20 ,"30,537,936 "
1 ,18.00 ,1.00 ,133492.00 ,15.00 ,1.20 ,"43,251,408 "
1 ,14.00 ,1.00 ,137011.00 ,15.00 ,1.20 ,"34,526,772 "
1 ,17.00 ,1.00 ,120494.00 ,15.00 ,1.20 ,"36,871,164 "
1 ,10.00 ,1.00 ,135696.00 ,15.00 ,1.20 ,"24,425,280 "
1 ,15.00 ,1.00 ,120494.00 ,15.00 ,1.20 ,"32,533,380 "
1 ,10.00 ,1.00 ,137456.00 ,15.00 ,1.20 ,"24,742,080 "
1 ,12.00 ,1.00 ,122199.00 ,15.00 ,1.20 ,"26,394,984 "
1 ,12.00 ,1.00 ,134552.00 ,15.00 ,1.20 ,"29,063,232 "
1 ,12.00 ,1.00 ,118480.00 ,15.00 ,1.20 ,"25,591,680 "
1 ,11.00 ,1.00 ,127932.00 ,15.00 ,1.20 ,"25,330,536 "
1 ,14.00 ,1.00 ,116907.00 ,15.00 ,1.20 ,"29,460,564 "
1 ,11.00 ,1.00 ,137390.00 ,15.00 ,1.20 ,"27,203,220 "
1 ,18.00 ,1.00 ,115269.00 ,15.00 ,1.20 ,"37,347,156 "
1 ,17.00 ,1.00 ,118980.00 ,15.00 ,1.20 ,"36,407,880 "
1 ,10.00 ,1.00 ,123880.00 ,15.00 ,1.20 ,"22,298,400 "
1 ,15.00 ,1.00 ,132696.00 ,15.00 ,1.20 ,"35,827,920 "
1 ,14.00 ,1.00 ,146208.00 ,15.00 ,1.20 ,"36,844,416 "
1 ,15.00 ,1.00 ,109300.00 ,15.00 ,1.20 ,"29,511,000 "
1 ,20.00 ,1.00 ,132240.00 ,15.00 ,1.20 ,"47,606,400 "
1 ,20.00 ,1.00 ,134504.00 ,15.00 ,1.20 ,"48,421,440 "
1 ,13.00 ,1.00 ,135528.00 ,15.00 ,1.20 ,"31,713,552 "
1 ,10.00 ,1.00 ,125937.00 ,15.00 ,1.20 ,"22,668,660 "
1 ,19.00 ,1.00 ,131187.00 ,15.00 ,1.20 ,"44,865,954 "
1 ,10.00 ,1.00 ,137082.00 ,15.00 ,1.20 ,"24,674,760 "
1 ,17.00 ,1.00 ,137172.00 ,15.00 ,1.20 ,"41,974,632 "
1 ,20.00 ,1.00 ,136664.00 ,15.00 ,1.20 ,"49,199,040 "
1 ,14.00 ,1.00 ,125937.00 ,15.00 ,1.20 ,"31,736,124 "
1 ,19.00 ,1.00 ,140184.00 ,15.00 ,1.20 ,"47,942,928 "
1 ,10.00 ,1.00 ,127696.00 ,15.00 ,1.20 ,"22,985,280 "
1 ,19.00 ,1.00 ,118272.00 ,15.00 ,1.20 ,"40,449,024 "
1 ,13.00 ,1.00 ,136413.00 ,15.00 ,1.20 ,"31,920,642 "
1 ,19.00 ,1.00 ,113960.00 ,15.00 ,1.20 ,"38,974,320 "
1 ,13.00 ,1.00 ,119760.00 ,15.00 ,1.20 ,"28,023,840 "
1 ,15.00 ,1.00 ,109420.00 ,15.00 ,1.20 ,"29,543,400 "
1 ,10.00 ,1.00 ,125307.00 ,15.00 ,1.20 ,"22,555,260 "
1 ,11.00 ,1.00 ,120456.00 ,15.00 ,1.20 ,"23,850,288 "
1 ,17.00 ,1.00 ,140808.00 ,15.00 ,1.20 ,"43,087,248 "
1 ,16.00 ,1.00 ,112780.00 ,15.00 ,1.20 ,"32,480,640 "
1 ,20.00 ,1.00 ,133254.00 ,15.00 ,1.20 ,"47,971,440 "
1 ,13.00 ,1.00 ,119636.00 ,15.00 ,1.20 ,"27,994,824 "
1 ,17.00 ,1.00 ,143750.00 ,15.00 ,1.20 ,"43,987,500 "
1 ,18.00 ,1.00 ,140496.00 ,15.00 ,1.20 ,"45,520,704 "
1 ,18.00 ,1.00 ,125378.00 ,15.00 ,1.20 ,"40,622,472 "
1 ,11.00 ,1.00 ,125620.00 ,15.00 ,1.20 ,"24,872,760 "
1 ,13.00 ,1.00 ,113360.00 ,15.00 ,1.20 ,"26,526,240 "
1 ,13.00 ,1.00 ,143520.00 ,15.00 ,1.20 ,"33,583,680 "
1 ,12.00 ,1.00 ,146784.00 ,15.00 ,1.20 ,"31,705,344 "
1 ,15.00 ,1.00 ,115941.00 ,15.00 ,1.20 ,"31,304,070 "
1 ,10.00 ,1.00 ,137976.00 ,15.00 ,1.20 ,"24,835,680 "
1 ,13.00 ,1.00 ,128100.00 ,15.00 ,1.20 ,"29,975,400 "
1 ,10.00 ,1.00 ,149544.00 ,15.00 ,1.20 ,"26,917,920 "
1 ,20.00 ,1.00 ,127167.00 ,15.00 ,1.20 ,"45,780,120 "
1 ,20.00 ,1.00 ,128133.00 ,15.00 ,1.20 ,"46,127,880 "
1 ,12.00 ,1.00 ,116120.00 ,15.00 ,1.20 ,"25,081,920 "
1 ,20.00 ,1.00 ,140530.00 ,15.00 ,1.20 ,"50,590,800 "
1 ,13.00 ,1.00 ,134366.00 ,15.00 ,1.20 ,"31,441,644 "
1 ,16.00 ,1.00 ,115240.00 ,15.00 ,1.20 ,"33,189,120 "
1 ,14.00 ,1.00 ,125158.00 ,15.00 ,1.20 ,"31,539,816 "
1 ,18.00 ,1.00 ,138966.00 ,15.00 ,1.20 ,"45,024,984 "
1 ,11.00 ,1.00 ,111340.00 ,15.00 ,1.20 ,"22,045,320 "
1 ,14.00 ,1.00 ,123417.00 ,15.00 ,1.20 ,"31,101,084 "
1 ,18.00 ,1.00 ,137304.00 ,15.00 ,1.20 ,"44,486,496 "
1 ,17.00 ,1.00 ,115340.00 ,15.00 ,1.20 ,"35,294,040 "
1 ,13.00 ,1.00 ,123160.00 ,15.00 ,1.20 ,"28,819,440 "
1 ,16.00 ,1.00 ,123080.00 ,15.00 ,1.20 ,"35,447,040 "
1 ,14.00 ,1.00 ,148272.00 ,15.00 ,1.20 ,"37,364,544 "
1 ,12.00 ,1.00 ,135528.00 ,15.00 ,1.20 ,"29,274,048 "
1 ,13.00 ,1.00 ,120560.00 ,15.00 ,1.20 ,"28,211,040 "
1 ,12.00 ,1.00 ,131736.00 ,15.00 ,1.20 ,"28,454,976 "
1 ,19.00 ,1.00 ,127336.00 ,15.00 ,1.20 ,"43,548,912 "
1 ,13.00 ,1.00 ,136796.00 ,15.00 ,1.20 ,"32,010,264 "
1 ,10.00 ,1.00 ,127490.00 ,15.00 ,1.20 ,"22,948,200 "
1 ,12.00 ,1.00 ,131698.00 ,15.00 ,1.20 ,"28,446,768 "
1 ,12.00 ,1.00 ,145152.00 ,15.00 ,1.20 ,"31,352,832 "
1 ,19.00 ,1.00 ,139541.00 ,15.00 ,1.20 ,"47,723,022 "
1 ,18.00 ,1.00 ,131054.00 ,15.00 ,1.20 ,"42,461,496 "
1 ,18.00 ,1.00 ,140116.00 ,15.00 ,1.20 ,"45,397,584 "
1 ,19.00 ,1.00 ,116130.00 ,15.00 ,1.20 ,"39,716,460 "
1 ,14.00 ,1.00 ,127880.00 ,15.00 ,1.20 ,"32,225,760 "
1 ,13.00 ,1.00 ,132457.00 ,15.00 ,1.20 ,"30,994,938 "
1 ,16.00 ,1.00 ,131330.00 ,15.00 ,1.20 ,"37,823,040 "
1 ,20.00 ,1.00 ,122840.00 ,15.00 ,1.20 ,"44,222,400 "
1 ,19.00 ,1.00 ,116214.00 ,15.00 ,1.20 ,"39,745,188 "
1 ,14.00 ,1.00 ,125442.00 ,15.00 ,1.20 ,"31,611,384 "
1 ,18.00 ,1.00 ,133860.00 ,15.00 ,1.20 ,"43,370,640 "
1 ,19.00 ,1.00 ,115860.00 ,15.00 ,1.20 ,"39,624,120 "
1 ,12.00 ,1.00 ,122472.00 ,15.00 ,1.20 ,"26,453,952 "
1 ,13.00 ,1.00 ,130284.00 ,15.00 ,1.20 ,"30,486,456 "
1 ,16.00 ,1.00 ,138897.00 ,15.00 ,1.20 ,"40,002,336 "
1 ,12.00 ,1.00 ,117810.00 ,15.00 ,1.20 ,"25,446,960 "
1 ,19.00 ,1.00 ,137808.00 ,15.00 ,1.20 ,"47,130,336 "
1 ,17.00 ,1.00 ,124005.00 ,15.00 ,1.20 ,"37,945,530 "
1 ,12.00 ,1.00 ,121044.00 ,15.00 ,1.20 ,"26,145,504 "
1 ,18.00 ,1.00 ,128777.00 ,15.00 ,1.20 ,"41,723,748 "
1 ,11.00 ,1.00 ,126247.00 ,15.00 ,1.20 ,"24,996,906 "
1 ,13.00 ,1.00 ,121128.00 ,15.00 ,1.20 ,"28,343,952 "
1 ,15.00 ,1.00 ,124173.00 ,15.00 ,1.20 ,"33,526,710 "
1 ,19.00 ,1.00 ,135600.00 ,15.00 ,1.20 ,"46,375,200 "
1 ,16.00 ,1.00 ,150216.00 ,15.00 ,1.20 ,"43,262,208 "
1 ,12.00 ,1.00 ,144912.00 ,15.00 ,1.20 ,"31,300,992 "
1 ,13.00 ,1.00 ,138288.00 ,15.00 ,1.20 ,"32,359,392 "
1 ,13.00 ,1.00 ,125166.00 ,15.00 ,1.20 ,"29,288,844 "
1 ,10.00 ,1.00 ,135010.00 ,15.00 ,1.20 ,"24,301,800 "
1 ,20.00 ,1.00 ,149760.00 ,15.00 ,1.20 ,"53,913,600 "
1 ,13.00 ,1.00 ,142508.00 ,15.00 ,1.20 ,"33,346,872 "
1 ,14.00 ,1.00 ,148416.00 ,15.00 ,1.20 ,"37,400,832 "
1 ,18.00 ,1.00 ,132924.00 ,15.00 ,1.20 ,"43,067,376 "
1 ,10.00 ,1.00 ,119175.00 ,15.00 ,1.20 ,"21,451,500 "
1 ,17.00 ,1.00 ,124410.00 ,15.00 ,1.20 ,"38,069,460 "
1 ,10.00 ,1.00 ,127443.00 ,15.00 ,1.20 ,"22,939,740 "
1 ,16.00 ,1.00 ,113967.00 ,15.00 ,1.20 ,"32,822,496 "
1 ,16.00 ,1.00 ,128018.00 ,15.00 ,1.20 ,"36,869,184 "
1 ,16.00 ,1.00 ,126252.00 ,15.00 ,1.20 ,"36,360,576 "
1 ,10.00 ,1.00 ,142968.00 ,15.00 ,1.20 ,"25,734,240 "
1 ,12.00 ,1.00 ,129672.00 ,15.00 ,1.20 ,"28,009,152 "
1 ,11.00 ,1.00 ,135256.00 ,15.00 ,1.20 ,"26,780,688 "
1 ,17.00 ,1.00 ,140712.00 ,15.00 ,1.20 ,"43,057,872 "
1 ,17.00 ,1.00 ,108000.00 ,15.00 ,1.20 ,"33,048,000 "
1 ,12.00 ,1.00 ,124916.00 ,15.00 ,1.20 ,"26,981,856 "
1 ,17.00 ,1.00 ,135608.00 ,15.00 ,1.20 ,"41,496,048 "
1 ,18.00 ,1.00 ,108240.00 ,15.00 ,1.20 ,"35,069,760 "
1 ,11.00 ,1.00 ,109300.00 ,15.00 ,1.20 ,"21,641,400 "
1 ,18.00 ,1.00 ,118060.00 ,15.00 ,1.20 ,"38,251,440 "
1 ,11.00 ,1.00 ,119007.00 ,15.00 ,1.20 ,"23,563,386 "
1 ,20.00 ,1.00 ,131124.00 ,15.00 ,1.20 ,"47,204,640 "
1 ,11.00 ,1.00 ,126525.00 ,15.00 ,1.20 ,"25,051,950 "
1 ,11.00 ,1.00 ,119660.00 ,15.00 ,1.20 ,"23,692,680 "
1 ,17.00 ,1.00 ,124820.00 ,15.00 ,1.20 ,"38,194,920 "
1 ,12.00 ,1.00 ,129738.00 ,15.00 ,1.20 ,"28,023,408 "
1 ,16.00 ,1.00 ,132618.00 ,15.00 ,1.20 ,"38,193,984 "
1 ,19.00 ,1.00 ,125994.00 ,15.00 ,1.20 ,"43,089,948 "
1 ,16.00 ,1.00 ,131813.00 ,15.00 ,1.20 ,"37,962,144 "
1 ,14.00 ,1.00 ,138292.00 ,15.00 ,1.20 ,"34,849,584 "
1 ,15.00 ,1.00 ,118420.00 ,15.00 ,1.20 ,"31,973,400 "
1 ,10.00 ,1.00 ,110560.00 ,15.00 ,1.20 ,"19,900,800 "
1 ,14.00 ,1.00 ,125620.00 ,15.00 ,1.20 ,"31,656,240 "
1 ,11.00 ,1.00 ,115320.00 ,15.00 ,1.20 ,"22,833,360 "
1 ,20.00 ,1.00 ,124637.00 ,15.00 ,1.20 ,"44,869,320 "
1 ,14.00 ,1.00 ,126368.00 ,15.00 ,1.20 ,"31,844,736 "
1 ,19.00 ,1.00 ,133232.00 ,15.00 ,1.20 ,"45,565,344 "
1 ,18.00 ,1.00 ,122320.00 ,15.00 ,1.20 ,"39,631,680 "
1 ,14.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"37,969,344 "
1 ,17.00 ,1.00 ,141120.00 ,15.00 ,1.20 ,"43,182,720 "
1 ,13.00 ,1.00 ,142560.00 ,15.00 ,1.20 ,"33,359,040 "
1 ,16.00 ,1.00 ,115860.00 ,15.00 ,1.20 ,"33,367,680 "
1 ,12.00 ,1.00 ,121740.00 ,15.00 ,1.20 ,"26,295,840 "
