실험회수,드론의 높이(m), 풍속(m?s), 드론발전기최대전력(w),드른중량(Kg),밧데리방전율,   농약살포 효율성(면적)(ha) 
1 ,18.00 ,1.00 ,135190.00 ,15.00 ,1.20 ,"43,801,560 "
1 ,20.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"54,241,920 "
1 ,10.00 ,1.00 ,116700.00 ,15.00 ,1.20 ,"21,006,000 "
1 ,10.00 ,1.00 ,112360.00 ,15.00 ,1.20 ,"20,224,800 "
1 ,19.00 ,1.00 ,141427.00 ,15.00 ,1.20 ,"48,368,034 "
1 ,14.00 ,1.00 ,133630.00 ,15.00 ,1.20 ,"33,674,760 "
1 ,19.00 ,1.00 ,131208.00 ,15.00 ,1.20 ,"44,873,136 "
1 ,16.00 ,1.00 ,143040.00 ,15.00 ,1.20 ,"41,195,520 "
1 ,14.00 ,1.00 ,141528.00 ,15.00 ,1.20 ,"35,665,056 "
1 ,12.00 ,1.00 ,139128.00 ,15.00 ,1.20 ,"30,051,648 "
1 ,18.00 ,1.00 ,139152.00 ,15.00 ,1.20 ,"45,085,248 "
1 ,13.00 ,1.00 ,116660.00 ,15.00 ,1.20 ,"27,298,440 "
1 ,12.00 ,1.00 ,132549.00 ,15.00 ,1.20 ,"28,630,584 "
1 ,18.00 ,1.00 ,138270.00 ,15.00 ,1.20 ,"44,799,480 "
1 ,12.00 ,1.00 ,115160.00 ,15.00 ,1.20 ,"24,874,560 "
1 ,11.00 ,1.00 ,126270.00 ,15.00 ,1.20 ,"25,001,460 "
1 ,19.00 ,1.00 ,132503.00 ,15.00 ,1.20 ,"45,316,026 "
1 ,15.00 ,1.00 ,121700.00 ,15.00 ,1.20 ,"32,859,000 "
1 ,15.00 ,1.00 ,130800.00 ,15.00 ,1.20 ,"35,316,000 "
1 ,10.00 ,1.00 ,150792.00 ,15.00 ,1.20 ,"27,142,560 "
1 ,17.00 ,1.00 ,129404.00 ,15.00 ,1.20 ,"39,597,624 "
1 ,11.00 ,1.00 ,141624.00 ,15.00 ,1.20 ,"28,041,552 "
1 ,15.00 ,1.00 ,125560.00 ,15.00 ,1.20 ,"33,901,200 "
1 ,16.00 ,1.00 ,138529.00 ,15.00 ,1.20 ,"39,896,352 "
1 ,11.00 ,1.00 ,145224.00 ,15.00 ,1.20 ,"28,754,352 "
1 ,15.00 ,1.00 ,148488.00 ,15.00 ,1.20 ,"40,091,760 "
1 ,20.00 ,1.00 ,144394.00 ,15.00 ,1.20 ,"51,981,840 "
1 ,11.00 ,1.00 ,133464.00 ,15.00 ,1.20 ,"26,425,872 "
1 ,17.00 ,1.00 ,129885.00 ,15.00 ,1.20 ,"39,744,810 "
1 ,20.00 ,1.00 ,108000.00 ,15.00 ,1.20 ,"38,880,000 "
1 ,17.00 ,1.00 ,145608.00 ,15.00 ,1.20 ,"44,556,048 "
1 ,14.00 ,1.00 ,127908.00 ,15.00 ,1.20 ,"32,232,816 "
1 ,17.00 ,1.00 ,145032.00 ,15.00 ,1.20 ,"44,379,792 "
1 ,20.00 ,1.00 ,141588.00 ,15.00 ,1.20 ,"50,971,680 "
1 ,17.00 ,1.00 ,148320.00 ,15.00 ,1.20 ,"45,385,920 "
1 ,13.00 ,1.00 ,143129.00 ,15.00 ,1.20 ,"33,492,186 "
1 ,15.00 ,1.00 ,129129.00 ,15.00 ,1.20 ,"34,864,830 "
1 ,12.00 ,1.00 ,137770.00 ,15.00 ,1.20 ,"29,758,320 "
1 ,19.00 ,1.00 ,139392.00 ,15.00 ,1.20 ,"47,672,064 "
1 ,13.00 ,1.00 ,139008.00 ,15.00 ,1.20 ,"32,527,872 "
1 ,18.00 ,1.00 ,114620.00 ,15.00 ,1.20 ,"37,136,880 "
1 ,19.00 ,1.00 ,138138.00 ,15.00 ,1.20 ,"47,243,196 "
1 ,18.00 ,1.00 ,115164.00 ,15.00 ,1.20 ,"37,313,136 "
1 ,12.00 ,1.00 ,118314.00 ,15.00 ,1.20 ,"25,555,824 "
1 ,13.00 ,1.00 ,124992.00 ,15.00 ,1.20 ,"29,248,128 "
1 ,19.00 ,1.00 ,126615.00 ,15.00 ,1.20 ,"43,302,330 "
1 ,11.00 ,1.00 ,131691.00 ,15.00 ,1.20 ,"26,074,818 "
1 ,18.00 ,1.00 ,134486.00 ,15.00 ,1.20 ,"43,573,464 "
1 ,11.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"29,833,056 "
1 ,13.00 ,1.00 ,140808.00 ,15.00 ,1.20 ,"32,949,072 "
1 ,13.00 ,1.00 ,129927.00 ,15.00 ,1.20 ,"30,402,918 "
1 ,14.00 ,1.00 ,115605.00 ,15.00 ,1.20 ,"29,132,460 "
1 ,16.00 ,1.00 ,142761.00 ,15.00 ,1.20 ,"41,115,168 "
1 ,20.00 ,1.00 ,138432.00 ,15.00 ,1.20 ,"49,835,520 "
1 ,20.00 ,1.00 ,138690.00 ,15.00 ,1.20 ,"49,928,400 "
1 ,15.00 ,1.00 ,121653.00 ,15.00 ,1.20 ,"32,846,310 "
1 ,15.00 ,1.00 ,123207.00 ,15.00 ,1.20 ,"33,265,890 "
1 ,15.00 ,1.00 ,114960.00 ,15.00 ,1.20 ,"31,039,200 "
1 ,11.00 ,1.00 ,143957.00 ,15.00 ,1.20 ,"28,503,486 "
1 ,14.00 ,1.00 ,145152.00 ,15.00 ,1.20 ,"36,578,304 "
1 ,12.00 ,1.00 ,124080.00 ,15.00 ,1.20 ,"26,801,280 "
1 ,10.00 ,1.00 ,120406.00 ,15.00 ,1.20 ,"21,673,080 "
1 ,10.00 ,1.00 ,132043.00 ,15.00 ,1.20 ,"23,767,740 "
1 ,15.00 ,1.00 ,116840.00 ,15.00 ,1.20 ,"31,546,800 "
1 ,19.00 ,1.00 ,112860.00 ,15.00 ,1.20 ,"38,598,120 "
1 ,19.00 ,1.00 ,150120.00 ,15.00 ,1.20 ,"51,341,040 "
1 ,13.00 ,1.00 ,119680.00 ,15.00 ,1.20 ,"28,005,120 "
1 ,12.00 ,1.00 ,111080.00 ,15.00 ,1.20 ,"23,993,280 "
1 ,11.00 ,1.00 ,150312.00 ,15.00 ,1.20 ,"29,761,776 "
1 ,18.00 ,1.00 ,110280.00 ,15.00 ,1.20 ,"35,730,720 "
1 ,11.00 ,1.00 ,112020.00 ,15.00 ,1.20 ,"22,179,960 "
1 ,11.00 ,1.00 ,132434.00 ,15.00 ,1.20 ,"26,221,932 "
1 ,18.00 ,1.00 ,132192.00 ,15.00 ,1.20 ,"42,830,208 "
1 ,11.00 ,1.00 ,143129.00 ,15.00 ,1.20 ,"28,339,542 "
1 ,12.00 ,1.00 ,137136.00 ,15.00 ,1.20 ,"29,621,376 "
1 ,12.00 ,1.00 ,136004.00 ,15.00 ,1.20 ,"29,376,864 "
1 ,14.00 ,1.00 ,121660.00 ,15.00 ,1.20 ,"30,658,320 "
1 ,17.00 ,1.00 ,118041.00 ,15.00 ,1.20 ,"36,120,546 "
1 ,14.00 ,1.00 ,118800.00 ,15.00 ,1.20 ,"29,937,600 "
1 ,15.00 ,1.00 ,122280.00 ,15.00 ,1.20 ,"33,015,600 "
1 ,15.00 ,1.00 ,134849.00 ,15.00 ,1.20 ,"36,409,230 "
1 ,20.00 ,1.00 ,130344.00 ,15.00 ,1.20 ,"46,923,840 "
1 ,11.00 ,1.00 ,126105.00 ,15.00 ,1.20 ,"24,968,790 "
1 ,11.00 ,1.00 ,128268.00 ,15.00 ,1.20 ,"25,397,064 "
1 ,19.00 ,1.00 ,123376.00 ,15.00 ,1.20 ,"42,194,592 "
1 ,20.00 ,1.00 ,114660.00 ,15.00 ,1.20 ,"41,277,600 "
1 ,18.00 ,1.00 ,141174.00 ,15.00 ,1.20 ,"45,740,376 "
1 ,12.00 ,1.00 ,124446.00 ,15.00 ,1.20 ,"26,880,336 "
1 ,10.00 ,1.00 ,130935.00 ,15.00 ,1.20 ,"23,568,300 "
1 ,13.00 ,1.00 ,124762.00 ,15.00 ,1.20 ,"29,194,308 "
1 ,20.00 ,1.00 ,123860.00 ,15.00 ,1.20 ,"44,589,600 "
1 ,14.00 ,1.00 ,110800.00 ,15.00 ,1.20 ,"27,921,600 "
1 ,20.00 ,1.00 ,114640.00 ,15.00 ,1.20 ,"41,270,400 "
1 ,20.00 ,1.00 ,142008.00 ,15.00 ,1.20 ,"51,122,880 "
1 ,19.00 ,1.00 ,120750.00 ,15.00 ,1.20 ,"41,296,500 "
1 ,11.00 ,1.00 ,139702.00 ,15.00 ,1.20 ,"27,660,996 "
1 ,19.00 ,1.00 ,135960.00 ,15.00 ,1.20 ,"46,498,320 "
1 ,20.00 ,1.00 ,127575.00 ,15.00 ,1.20 ,"45,927,000 "
1 ,16.00 ,1.00 ,143064.00 ,15.00 ,1.20 ,"41,202,432 "
1 ,18.00 ,1.00 ,136896.00 ,15.00 ,1.20 ,"44,354,304 "
1 ,10.00 ,1.00 ,108700.00 ,15.00 ,1.20 ,"19,566,000 "
1 ,20.00 ,1.00 ,125040.00 ,15.00 ,1.20 ,"45,014,400 "
1 ,19.00 ,1.00 ,131904.00 ,15.00 ,1.20 ,"45,111,168 "
1 ,18.00 ,1.00 ,115140.00 ,15.00 ,1.20 ,"37,305,360 "
1 ,13.00 ,1.00 ,119196.00 ,15.00 ,1.20 ,"27,891,864 "
1 ,14.00 ,1.00 ,121254.00 ,15.00 ,1.20 ,"30,556,008 "
1 ,15.00 ,1.00 ,126441.00 ,15.00 ,1.20 ,"34,139,070 "
1 ,14.00 ,1.00 ,130746.00 ,15.00 ,1.20 ,"32,947,992 "
1 ,14.00 ,1.00 ,117940.00 ,15.00 ,1.20 ,"29,720,880 "
1 ,20.00 ,1.00 ,121440.00 ,15.00 ,1.20 ,"43,718,400 "
1 ,12.00 ,1.00 ,125532.00 ,15.00 ,1.20 ,"27,114,912 "
1 ,15.00 ,1.00 ,141384.00 ,15.00 ,1.20 ,"38,173,680 "
1 ,16.00 ,1.00 ,111180.00 ,15.00 ,1.20 ,"32,019,840 "
1 ,16.00 ,1.00 ,133285.00 ,15.00 ,1.20 ,"38,386,080 "
1 ,19.00 ,1.00 ,131604.00 ,15.00 ,1.20 ,"45,008,568 "
1 ,20.00 ,1.00 ,118620.00 ,15.00 ,1.20 ,"42,703,200 "
1 ,12.00 ,1.00 ,134640.00 ,15.00 ,1.20 ,"29,082,240 "
1 ,11.00 ,1.00 ,121120.00 ,15.00 ,1.20 ,"23,981,760 "
1 ,14.00 ,1.00 ,118720.00 ,15.00 ,1.20 ,"29,917,440 "
1 ,10.00 ,1.00 ,122367.00 ,15.00 ,1.20 ,"22,026,060 "
1 ,16.00 ,1.00 ,130056.00 ,15.00 ,1.20 ,"37,456,128 "
1 ,20.00 ,1.00 ,135552.00 ,15.00 ,1.20 ,"48,798,720 "
1 ,16.00 ,1.00 ,146928.00 ,15.00 ,1.20 ,"42,315,264 "
1 ,19.00 ,1.00 ,137856.00 ,15.00 ,1.20 ,"47,146,752 "
1 ,17.00 ,1.00 ,120692.00 ,15.00 ,1.20 ,"36,931,752 "
1 ,18.00 ,1.00 ,119416.00 ,15.00 ,1.20 ,"38,690,784 "
1 ,13.00 ,1.00 ,113900.00 ,15.00 ,1.20 ,"26,652,600 "
1 ,17.00 ,1.00 ,122520.00 ,15.00 ,1.20 ,"37,491,120 "
1 ,19.00 ,1.00 ,123081.00 ,15.00 ,1.20 ,"42,093,702 "
1 ,15.00 ,1.00 ,122160.00 ,15.00 ,1.20 ,"32,983,200 "
1 ,18.00 ,1.00 ,128766.00 ,15.00 ,1.20 ,"41,720,184 "
1 ,13.00 ,1.00 ,118040.00 ,15.00 ,1.20 ,"27,621,360 "
1 ,11.00 ,1.00 ,120648.00 ,15.00 ,1.20 ,"23,888,304 "
1 ,12.00 ,1.00 ,113100.00 ,15.00 ,1.20 ,"24,429,600 "
1 ,15.00 ,1.00 ,114534.00 ,15.00 ,1.20 ,"30,924,180 "
1 ,13.00 ,1.00 ,129171.00 ,15.00 ,1.20 ,"30,226,014 "
1 ,13.00 ,1.00 ,120360.00 ,15.00 ,1.20 ,"28,164,240 "
1 ,19.00 ,1.00 ,128414.00 ,15.00 ,1.20 ,"43,917,588 "
1 ,14.00 ,1.00 ,120604.00 ,15.00 ,1.20 ,"30,392,208 "
1 ,10.00 ,1.00 ,127226.00 ,15.00 ,1.20 ,"22,900,680 "
1 ,10.00 ,1.00 ,148776.00 ,15.00 ,1.20 ,"26,779,680 "
1 ,17.00 ,1.00 ,149616.00 ,15.00 ,1.20 ,"45,782,496 "
1 ,20.00 ,1.00 ,122661.00 ,15.00 ,1.20 ,"44,157,960 "
1 ,15.00 ,1.00 ,119980.00 ,15.00 ,1.20 ,"32,394,600 "
1 ,16.00 ,1.00 ,140507.00 ,15.00 ,1.20 ,"40,466,016 "
1 ,16.00 ,1.00 ,122914.00 ,15.00 ,1.20 ,"35,399,232 "
1 ,12.00 ,1.00 ,128304.00 ,15.00 ,1.20 ,"27,713,664 "
1 ,17.00 ,1.00 ,124614.00 ,15.00 ,1.20 ,"38,131,884 "
1 ,17.00 ,1.00 ,111540.00 ,15.00 ,1.20 ,"34,131,240 "
1 ,20.00 ,1.00 ,137241.00 ,15.00 ,1.20 ,"49,406,760 "
1 ,16.00 ,1.00 ,122606.00 ,15.00 ,1.20 ,"35,310,528 "
1 ,17.00 ,1.00 ,121338.00 ,15.00 ,1.20 ,"37,129,428 "
1 ,10.00 ,1.00 ,117100.00 ,15.00 ,1.20 ,"21,078,000 "
1 ,11.00 ,1.00 ,139909.00 ,15.00 ,1.20 ,"27,701,982 "
1 ,16.00 ,1.00 ,134808.00 ,15.00 ,1.20 ,"38,824,704 "
1 ,11.00 ,1.00 ,130870.00 ,15.00 ,1.20 ,"25,912,260 "
1 ,16.00 ,1.00 ,110840.00 ,15.00 ,1.20 ,"31,921,920 "
1 ,13.00 ,1.00 ,124620.00 ,15.00 ,1.20 ,"29,161,080 "
1 ,13.00 ,1.00 ,125280.00 ,15.00 ,1.20 ,"29,315,520 "
1 ,15.00 ,1.00 ,149496.00 ,15.00 ,1.20 ,"40,363,920 "
1 ,10.00 ,1.00 ,124234.00 ,15.00 ,1.20 ,"22,362,120 "
1 ,18.00 ,1.00 ,110280.00 ,15.00 ,1.20 ,"35,730,720 "
1 ,19.00 ,1.00 ,108480.00 ,15.00 ,1.20 ,"37,100,160 "
1 ,15.00 ,1.00 ,138168.00 ,15.00 ,1.20 ,"37,305,360 "
1 ,11.00 ,1.00 ,122720.00 ,15.00 ,1.20 ,"24,298,560 "
1 ,20.00 ,1.00 ,128121.00 ,15.00 ,1.20 ,"46,123,560 "
1 ,12.00 ,1.00 ,120540.00 ,15.00 ,1.20 ,"26,036,640 "
1 ,20.00 ,1.00 ,128079.00 ,15.00 ,1.20 ,"46,108,440 "
1 ,19.00 ,1.00 ,125979.00 ,15.00 ,1.20 ,"43,084,818 "
1 ,10.00 ,1.00 ,130504.00 ,15.00 ,1.20 ,"23,490,720 "
1 ,12.00 ,1.00 ,133492.00 ,15.00 ,1.20 ,"28,834,272 "
1 ,12.00 ,1.00 ,137011.00 ,15.00 ,1.20 ,"29,594,376 "
1 ,10.00 ,1.00 ,120494.00 ,15.00 ,1.20 ,"21,688,920 "
1 ,14.00 ,1.00 ,135696.00 ,15.00 ,1.20 ,"34,195,392 "
1 ,15.00 ,1.00 ,120494.00 ,15.00 ,1.20 ,"32,533,380 "
1 ,15.00 ,1.00 ,137456.00 ,15.00 ,1.20 ,"37,113,120 "
1 ,17.00 ,1.00 ,122199.00 ,15.00 ,1.20 ,"37,392,894 "
1 ,20.00 ,1.00 ,134552.00 ,15.00 ,1.20 ,"48,438,720 "
1 ,10.00 ,1.00 ,118480.00 ,15.00 ,1.20 ,"21,326,400 "
1 ,13.00 ,1.00 ,127932.00 ,15.00 ,1.20 ,"29,936,088 "
1 ,19.00 ,1.00 ,116907.00 ,15.00 ,1.20 ,"39,982,194 "
1 ,14.00 ,1.00 ,137390.00 ,15.00 ,1.20 ,"34,622,280 "
1 ,14.00 ,1.00 ,115269.00 ,15.00 ,1.20 ,"29,047,788 "
1 ,18.00 ,1.00 ,118980.00 ,15.00 ,1.20 ,"38,549,520 "
1 ,20.00 ,1.00 ,123880.00 ,15.00 ,1.20 ,"44,596,800 "
1 ,11.00 ,1.00 ,132696.00 ,15.00 ,1.20 ,"26,273,808 "
1 ,11.00 ,1.00 ,146208.00 ,15.00 ,1.20 ,"28,949,184 "
1 ,10.00 ,1.00 ,109300.00 ,15.00 ,1.20 ,"19,674,000 "
1 ,20.00 ,1.00 ,132240.00 ,15.00 ,1.20 ,"47,606,400 "
1 ,10.00 ,1.00 ,134504.00 ,15.00 ,1.20 ,"24,210,720 "
1 ,10.00 ,1.00 ,135528.00 ,15.00 ,1.20 ,"24,395,040 "
1 ,12.00 ,1.00 ,125937.00 ,15.00 ,1.20 ,"27,202,392 "
1 ,14.00 ,1.00 ,131187.00 ,15.00 ,1.20 ,"33,059,124 "
1 ,16.00 ,1.00 ,137082.00 ,15.00 ,1.20 ,"39,479,616 "
1 ,10.00 ,1.00 ,137172.00 ,15.00 ,1.20 ,"24,690,960 "
1 ,12.00 ,1.00 ,136664.00 ,15.00 ,1.20 ,"29,519,424 "
1 ,10.00 ,1.00 ,125937.00 ,15.00 ,1.20 ,"22,668,660 "
1 ,10.00 ,1.00 ,140184.00 ,15.00 ,1.20 ,"25,233,120 "
1 ,17.00 ,1.00 ,127696.00 ,15.00 ,1.20 ,"39,074,976 "
1 ,20.00 ,1.00 ,118272.00 ,15.00 ,1.20 ,"42,577,920 "
1 ,16.00 ,1.00 ,136413.00 ,15.00 ,1.20 ,"39,286,944 "
1 ,20.00 ,1.00 ,113960.00 ,15.00 ,1.20 ,"41,025,600 "
1 ,13.00 ,1.00 ,119760.00 ,15.00 ,1.20 ,"28,023,840 "
1 ,18.00 ,1.00 ,109420.00 ,15.00 ,1.20 ,"35,452,080 "
1 ,13.00 ,1.00 ,125307.00 ,15.00 ,1.20 ,"29,321,838 "
1 ,11.00 ,1.00 ,120456.00 ,15.00 ,1.20 ,"23,850,288 "
1 ,16.00 ,1.00 ,140808.00 ,15.00 ,1.20 ,"40,552,704 "
1 ,11.00 ,1.00 ,112780.00 ,15.00 ,1.20 ,"22,330,440 "
1 ,19.00 ,1.00 ,133254.00 ,15.00 ,1.20 ,"45,572,868 "
1 ,13.00 ,1.00 ,119636.00 ,15.00 ,1.20 ,"27,994,824 "
1 ,13.00 ,1.00 ,143750.00 ,15.00 ,1.20 ,"33,637,500 "
1 ,17.00 ,1.00 ,140496.00 ,15.00 ,1.20 ,"42,991,776 "
1 ,12.00 ,1.00 ,125378.00 ,15.00 ,1.20 ,"27,081,648 "
1 ,20.00 ,1.00 ,125620.00 ,15.00 ,1.20 ,"45,223,200 "
1 ,19.00 ,1.00 ,113360.00 ,15.00 ,1.20 ,"38,769,120 "
1 ,10.00 ,1.00 ,143520.00 ,15.00 ,1.20 ,"25,833,600 "
1 ,17.00 ,1.00 ,146784.00 ,15.00 ,1.20 ,"44,915,904 "
1 ,13.00 ,1.00 ,115941.00 ,15.00 ,1.20 ,"27,130,194 "
1 ,13.00 ,1.00 ,137976.00 ,15.00 ,1.20 ,"32,286,384 "
1 ,20.00 ,1.00 ,128100.00 ,15.00 ,1.20 ,"46,116,000 "
1 ,20.00 ,1.00 ,149544.00 ,15.00 ,1.20 ,"53,835,840 "
1 ,20.00 ,1.00 ,127167.00 ,15.00 ,1.20 ,"45,780,120 "
1 ,13.00 ,1.00 ,128133.00 ,15.00 ,1.20 ,"29,983,122 "
1 ,15.00 ,1.00 ,116120.00 ,15.00 ,1.20 ,"31,352,400 "
1 ,15.00 ,1.00 ,140530.00 ,15.00 ,1.20 ,"37,943,100 "
1 ,16.00 ,1.00 ,134366.00 ,15.00 ,1.20 ,"38,697,408 "
1 ,11.00 ,1.00 ,115240.00 ,15.00 ,1.20 ,"22,817,520 "
1 ,13.00 ,1.00 ,125158.00 ,15.00 ,1.20 ,"29,286,972 "
1 ,10.00 ,1.00 ,138966.00 ,15.00 ,1.20 ,"25,013,880 "
1 ,14.00 ,1.00 ,111340.00 ,15.00 ,1.20 ,"28,057,680 "
1 ,10.00 ,1.00 ,123417.00 ,15.00 ,1.20 ,"22,215,060 "
1 ,13.00 ,1.00 ,137304.00 ,15.00 ,1.20 ,"32,129,136 "
1 ,16.00 ,1.00 ,115340.00 ,15.00 ,1.20 ,"33,217,920 "
1 ,20.00 ,1.00 ,123160.00 ,15.00 ,1.20 ,"44,337,600 "
1 ,17.00 ,1.00 ,123080.00 ,15.00 ,1.20 ,"37,662,480 "
1 ,20.00 ,1.00 ,148272.00 ,15.00 ,1.20 ,"53,377,920 "
1 ,11.00 ,1.00 ,135528.00 ,15.00 ,1.20 ,"26,834,544 "
1 ,15.00 ,1.00 ,120560.00 ,15.00 ,1.20 ,"32,551,200 "
1 ,15.00 ,1.00 ,131736.00 ,15.00 ,1.20 ,"35,568,720 "
1 ,17.00 ,1.00 ,127336.00 ,15.00 ,1.20 ,"38,964,816 "
1 ,13.00 ,1.00 ,136796.00 ,15.00 ,1.20 ,"32,010,264 "
1 ,12.00 ,1.00 ,127490.00 ,15.00 ,1.20 ,"27,537,840 "
1 ,12.00 ,1.00 ,131698.00 ,15.00 ,1.20 ,"28,446,768 "
1 ,11.00 ,1.00 ,145152.00 ,15.00 ,1.20 ,"28,740,096 "
1 ,17.00 ,1.00 ,139541.00 ,15.00 ,1.20 ,"42,699,546 "
1 ,17.00 ,1.00 ,131054.00 ,15.00 ,1.20 ,"40,102,524 "
1 ,15.00 ,1.00 ,140116.00 ,15.00 ,1.20 ,"37,831,320 "
1 ,18.00 ,1.00 ,116130.00 ,15.00 ,1.20 ,"37,626,120 "
1 ,19.00 ,1.00 ,127880.00 ,15.00 ,1.20 ,"43,734,960 "
1 ,15.00 ,1.00 ,132457.00 ,15.00 ,1.20 ,"35,763,390 "
1 ,20.00 ,1.00 ,131330.00 ,15.00 ,1.20 ,"47,278,800 "
1 ,13.00 ,1.00 ,122840.00 ,15.00 ,1.20 ,"28,744,560 "
1 ,12.00 ,1.00 ,116214.00 ,15.00 ,1.20 ,"25,102,224 "
1 ,14.00 ,1.00 ,125442.00 ,15.00 ,1.20 ,"31,611,384 "
1 ,17.00 ,1.00 ,133860.00 ,15.00 ,1.20 ,"40,961,160 "
1 ,12.00 ,1.00 ,115860.00 ,15.00 ,1.20 ,"25,025,760 "
1 ,13.00 ,1.00 ,122472.00 ,15.00 ,1.20 ,"28,658,448 "
1 ,16.00 ,1.00 ,130284.00 ,15.00 ,1.20 ,"37,521,792 "
1 ,11.00 ,1.00 ,138897.00 ,15.00 ,1.20 ,"27,501,606 "
1 ,18.00 ,1.00 ,117810.00 ,15.00 ,1.20 ,"38,170,440 "
1 ,18.00 ,1.00 ,137808.00 ,15.00 ,1.20 ,"44,649,792 "
1 ,19.00 ,1.00 ,124005.00 ,15.00 ,1.20 ,"42,409,710 "
1 ,10.00 ,1.00 ,121044.00 ,15.00 ,1.20 ,"21,787,920 "
1 ,14.00 ,1.00 ,128777.00 ,15.00 ,1.20 ,"32,451,804 "
1 ,13.00 ,1.00 ,126247.00 ,15.00 ,1.20 ,"29,541,798 "
1 ,17.00 ,1.00 ,121128.00 ,15.00 ,1.20 ,"37,065,168 "
1 ,15.00 ,1.00 ,124173.00 ,15.00 ,1.20 ,"33,526,710 "
1 ,20.00 ,1.00 ,135600.00 ,15.00 ,1.20 ,"48,816,000 "
1 ,13.00 ,1.00 ,150216.00 ,15.00 ,1.20 ,"35,150,544 "
1 ,20.00 ,1.00 ,144912.00 ,15.00 ,1.20 ,"52,168,320 "
1 ,11.00 ,1.00 ,138288.00 ,15.00 ,1.20 ,"27,381,024 "
1 ,10.00 ,1.00 ,125166.00 ,15.00 ,1.20 ,"22,529,880 "
1 ,15.00 ,1.00 ,135010.00 ,15.00 ,1.20 ,"36,452,700 "
1 ,19.00 ,1.00 ,149760.00 ,15.00 ,1.20 ,"51,217,920 "
1 ,20.00 ,1.00 ,142508.00 ,15.00 ,1.20 ,"51,302,880 "
1 ,14.00 ,1.00 ,148416.00 ,15.00 ,1.20 ,"37,400,832 "
1 ,10.00 ,1.00 ,132924.00 ,15.00 ,1.20 ,"23,926,320 "
1 ,12.00 ,1.00 ,119175.00 ,15.00 ,1.20 ,"25,741,800 "
1 ,20.00 ,1.00 ,124410.00 ,15.00 ,1.20 ,"44,787,600 "
1 ,12.00 ,1.00 ,127443.00 ,15.00 ,1.20 ,"27,527,688 "
1 ,17.00 ,1.00 ,113967.00 ,15.00 ,1.20 ,"34,873,902 "
1 ,19.00 ,1.00 ,128018.00 ,15.00 ,1.20 ,"43,782,156 "
1 ,15.00 ,1.00 ,126252.00 ,15.00 ,1.20 ,"34,088,040 "
1 ,18.00 ,1.00 ,142968.00 ,15.00 ,1.20 ,"46,321,632 "
1 ,12.00 ,1.00 ,129672.00 ,15.00 ,1.20 ,"28,009,152 "
1 ,18.00 ,1.00 ,135256.00 ,15.00 ,1.20 ,"43,822,944 "
1 ,14.00 ,1.00 ,140712.00 ,15.00 ,1.20 ,"35,459,424 "
1 ,17.00 ,1.00 ,108000.00 ,15.00 ,1.20 ,"33,048,000 "
1 ,18.00 ,1.00 ,124916.00 ,15.00 ,1.20 ,"40,472,784 "
1 ,10.00 ,1.00 ,135608.00 ,15.00 ,1.20 ,"24,409,440 "
1 ,19.00 ,1.00 ,108240.00 ,15.00 ,1.20 ,"37,018,080 "
1 ,16.00 ,1.00 ,109300.00 ,15.00 ,1.20 ,"31,478,400 "
1 ,14.00 ,1.00 ,118060.00 ,15.00 ,1.20 ,"29,751,120 "
1 ,18.00 ,1.00 ,119007.00 ,15.00 ,1.20 ,"38,558,268 "
1 ,10.00 ,1.00 ,131124.00 ,15.00 ,1.20 ,"23,602,320 "
1 ,20.00 ,1.00 ,126525.00 ,15.00 ,1.20 ,"45,549,000 "
1 ,12.00 ,1.00 ,119660.00 ,15.00 ,1.20 ,"25,846,560 "
1 ,16.00 ,1.00 ,124820.00 ,15.00 ,1.20 ,"35,948,160 "
1 ,14.00 ,1.00 ,129738.00 ,15.00 ,1.20 ,"32,693,976 "
1 ,10.00 ,1.00 ,132618.00 ,15.00 ,1.20 ,"23,871,240 "
1 ,16.00 ,1.00 ,125994.00 ,15.00 ,1.20 ,"36,286,272 "
1 ,19.00 ,1.00 ,131813.00 ,15.00 ,1.20 ,"45,080,046 "
1 ,19.00 ,1.00 ,138292.00 ,15.00 ,1.20 ,"47,295,864 "
1 ,18.00 ,1.00 ,118420.00 ,15.00 ,1.20 ,"38,368,080 "
1 ,10.00 ,1.00 ,110560.00 ,15.00 ,1.20 ,"19,900,800 "
1 ,12.00 ,1.00 ,125620.00 ,15.00 ,1.20 ,"27,133,920 "
1 ,16.00 ,1.00 ,115320.00 ,15.00 ,1.20 ,"33,212,160 "
1 ,18.00 ,1.00 ,124637.00 ,15.00 ,1.20 ,"40,382,388 "
1 ,13.00 ,1.00 ,126368.00 ,15.00 ,1.20 ,"29,570,112 "
1 ,19.00 ,1.00 ,133232.00 ,15.00 ,1.20 ,"45,565,344 "
1 ,14.00 ,1.00 ,122320.00 ,15.00 ,1.20 ,"30,824,640 "
1 ,18.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"48,817,728 "
1 ,13.00 ,1.00 ,141120.00 ,15.00 ,1.20 ,"33,022,080 "
1 ,13.00 ,1.00 ,142560.00 ,15.00 ,1.20 ,"33,359,040 "
1 ,11.00 ,1.00 ,115860.00 ,15.00 ,1.20 ,"22,940,280 "
1 ,20.00 ,1.00 ,121740.00 ,15.00 ,1.20 ,"43,826,400 "
