,정격전압(V)370~390,정격전류(A)52~82,최대전력(w),주파수지수 *10, 전자파지수(TG)  
2020-8-9 13:14,388.40 ,75.95 ,29500.43 ,2.95004E-05, 0.87027535 
2020-8-9 13:29,387.20 ,54.69 ,21176.43 ,2.11764E-05, 0.44844117 
2020-8-9 13:44,389.59 ,80.12 ,31215.19 ,3.12152E-05, 0.97438787 
2020-8-9 13:59,383.01 ,59.87 ,22931.07 ,2.29311E-05, 0.52583375 
2020-8-9 14:14,388.24 ,67.19 ,26085.32 ,2.60853E-05, 0.68044393 
2020-8-9 14:29,384.50 ,57.74 ,22202.39 ,2.22024E-05, 0.49294634 
2020-8-9 14:44,385.71 ,67.90 ,26188.55 ,2.61885E-05, 0.68583997 
2020-8-9 14:59,384.85 ,53.84 ,20720.42 ,2.07204E-05, 0.42933591 
2020-8-9 15:14,376.62 ,52.07 ,19608.73 ,1.96087E-05, 0.38450248 
2020-8-9 15:29,370.44 ,60.15 ,22282.72 ,2.22827E-05, 0.49651949 
2020-8-9 15:44,389.26 ,73.93 ,28778.12 ,2.87781E-05, 0.82818009 
2020-8-9 15:59,387.65 ,71.50 ,27715.87 ,2.77159E-05, 0.76816971 
2020-8-9 16:14,376.67 ,58.83 ,22159.24 ,2.21592E-05, 0.49103190 
2020-8-9 16:29,378.22 ,69.31 ,26213.08 ,2.62131E-05, 0.68712573 
2020-8-9 16:44,375.42 ,64.63 ,24264.87 ,2.42649E-05, 0.58878370 
2020-8-9 16:59,380.77 ,69.85 ,26597.97 ,2.65980E-05, 0.70745225 
2020-8-9 17:14,387.27 ,62.52 ,24213.92 ,2.42139E-05, 0.58631386 
2020-8-9 17:29,380.92 ,78.90 ,30053.99 ,3.00540E-05, 0.90324212 
2020-8-9 17:44,381.90 ,54.70 ,20888.90 ,2.08889E-05, 0.43634609 
2020-8-9 17:59,370.09 ,70.11 ,25946.96 ,2.59470E-05, 0.67324465 
2020-8-9 18:14,386.64 ,72.59 ,28065.89 ,2.80659E-05, 0.78769426 
2020-8-9 18:29,379.79 ,59.48 ,22590.01 ,2.25900E-05, 0.51030869 
2020-8-9 18:44,372.75 ,70.36 ,26225.89 ,2.62259E-05, 0.68779735 
2020-8-9 18:59,383.12 ,71.63 ,27443.29 ,2.74433E-05, 0.75313438 
2020-8-9 19:14,381.54 ,57.02 ,21753.98 ,2.17540E-05, 0.47323565 
2020-8-9 19:29,370.05 ,78.75 ,29142.79 ,2.91428E-05, 0.84930241 
2020-8-9 19:44,373.70 ,81.90 ,30604.76 ,3.06048E-05, 0.93665120 
2020-8-9 19:59,384.95 ,72.67 ,27974.26 ,2.79743E-05, 0.78255911 
2020-8-9 20:14,385.41 ,79.83 ,30765.45 ,3.07655E-05, 0.94651301 
2020-8-9 20:29,388.65 ,63.60 ,24716.86 ,2.47169E-05, 0.61092309 
2020-8-9 20:44,381.17 ,69.79 ,26600.27 ,2.66003E-05, 0.70757422 
2020-8-9 20:59,375.65 ,67.79 ,25464.94 ,2.54649E-05, 0.64846332 
2020-8-9 21:14,389.80 ,75.44 ,29406.84 ,2.94068E-05, 0.86476225 
2020-8-9 21:29,389.68 ,52.90 ,20615.28 ,2.06153E-05, 0.42498969 
2020-8-9 21:44,375.76 ,79.11 ,29725.64 ,2.97256E-05, 0.88361396 
2020-8-9 21:59,386.53 ,54.34 ,21002.76 ,2.10028E-05, 0.44111592 
2020-8-9 22:14,381.59 ,78.14 ,29816.59 ,2.98166E-05, 0.88902913 
2020-8-9 22:29,374.47 ,54.05 ,20239.44 ,2.02394E-05, 0.40963491 
2020-8-9 22:44,372.58 ,59.51 ,22170.88 ,2.21709E-05, 0.49154798 
2020-8-9 22:59,377.13 ,79.89 ,30130.58 ,3.01306E-05, 0.90785187 
2020-8-9 23:14,371.04 ,63.14 ,23427.50 ,2.34275E-05, 0.54884781 
2020-8-9 23:29,385.09 ,55.07 ,21205.43 ,2.12054E-05, 0.44967039 
2020-8-9 23:44,370.89 ,75.78 ,28107.25 ,2.81072E-05, 0.79001739 
2020-8-9 23:59,385.36 ,72.76 ,28038.70 ,2.80387E-05, 0.78616877 
2020-8-10 0:14,380.74 ,69.17 ,26337.44 ,2.63374E-05, 0.69366065 
2020-8-10 0:29,381.07 ,62.73 ,23902.51 ,2.39025E-05, 0.57132978 
2020-8-10 0:44,372.52 ,71.91 ,26789.15 ,2.67892E-05, 0.71765875 
2020-8-10 0:59,378.83 ,52.35 ,19831.53 ,1.98315E-05, 0.39328952 
2020-8-10 1:14,375.95 ,56.34 ,21181.29 ,2.11813E-05, 0.44864695 
2020-8-10 1:29,384.55 ,64.76 ,24901.64 ,2.49016E-05, 0.62009190 
2020-8-10 1:44,380.18 ,57.49 ,21855.92 ,2.18559E-05, 0.47768104 
2020-8-10 1:59,389.54 ,76.87 ,29942.24 ,2.99422E-05, 0.89653746 
2020-8-10 2:14,387.23 ,69.88 ,27059.83 ,2.70598E-05, 0.73223467 
2020-8-10 2:29,388.22 ,71.71 ,27838.60 ,2.78386E-05, 0.77498759 
2020-8-10 2:44,373.49 ,55.58 ,20757.08 ,2.07571E-05, 0.43085646 
2020-8-10 2:59,387.11 ,81.13 ,31405.48 ,3.14055E-05, 0.98630407 
2020-8-10 3:14,373.75 ,54.88 ,20510.91 ,2.05109E-05, 0.42069746 
2020-8-10 3:29,370.07 ,64.89 ,24014.11 ,2.40141E-05, 0.57667758 
2020-8-10 3:44,380.71 ,53.82 ,20488.26 ,2.04883E-05, 0.41976898 
2020-8-10 3:59,384.88 ,70.12 ,26988.84 ,2.69888E-05, 0.72839746 
2020-8-10 4:14,387.89 ,61.53 ,23867.43 ,2.38674E-05, 0.56965411 
2020-8-10 4:29,381.36 ,61.61 ,23495.52 ,2.34955E-05, 0.55203951 
2020-8-10 4:44,389.30 ,63.40 ,24682.66 ,2.46827E-05, 0.60923365 
2020-8-10 4:59,378.91 ,56.59 ,21443.69 ,2.14437E-05, 0.45983173 
2020-8-10 5:14,371.70 ,69.94 ,25997.74 ,2.59977E-05, 0.67588244 
2020-8-10 5:29,386.20 ,78.91 ,30474.44 ,3.04744E-05, 0.92869159 
2020-8-10 5:44,371.02 ,58.51 ,21708.72 ,2.17087E-05, 0.47126837 
2020-8-10 5:59,382.82 ,75.74 ,28995.19 ,2.89952E-05, 0.84072085 
2020-8-10 6:14,379.01 ,56.82 ,21535.78 ,2.15358E-05, 0.46378973 
2020-8-10 6:29,387.14 ,72.53 ,28080.34 ,2.80803E-05, 0.78850527 
2020-8-10 6:44,376.85 ,59.23 ,22321.93 ,2.23219E-05, 0.49826840 
2020-8-10 6:59,388.50 ,59.71 ,23199.13 ,2.31991E-05, 0.53819978 
2020-8-10 7:14,370.50 ,80.34 ,29767.43 ,2.97674E-05, 0.88610000 
2020-8-10 7:29,386.37 ,79.03 ,30534.21 ,3.05342E-05, 0.93233781 
2020-8-10 7:44,381.08 ,78.06 ,29747.15 ,2.97472E-05, 0.88489298 
2020-8-10 7:59,381.92 ,79.65 ,30420.23 ,3.04202E-05, 0.92539026 
2020-8-10 8:14,389.28 ,53.62 ,20872.08 ,2.08721E-05, 0.43564379 
2020-8-10 8:29,376.70 ,65.64 ,24726.37 ,2.47264E-05, 0.61139319 
2020-8-10 8:44,385.10 ,71.81 ,27653.14 ,2.76531E-05, 0.76469638 
2020-8-10 8:59,386.88 ,63.91 ,24725.60 ,2.47256E-05, 0.61135523 
2020-8-10 9:14,382.02 ,78.27 ,29900.66 ,2.99007E-05, 0.89404950 
2020-8-10 9:29,376.05 ,81.05 ,30479.09 ,3.04791E-05, 0.92897495 
2020-8-10 9:44,371.51 ,80.56 ,29930.21 ,2.99302E-05, 0.89581763 
2020-8-10 9:59,371.80 ,53.90 ,20039.99 ,2.00400E-05, 0.40160108 
2020-8-10 10:14,378.30 ,64.32 ,24333.84 ,2.43338E-05, 0.59213574 
2020-8-10 10:29,382.74 ,67.45 ,25815.49 ,2.58155E-05, 0.66643951 
2020-8-10 10:44,384.66 ,74.04 ,28481.54 ,2.84815E-05, 0.81119831 
2020-8-10 10:59,374.40 ,69.93 ,26180.59 ,2.61806E-05, 0.68542341 
2020-8-10 11:14,374.42 ,74.61 ,27935.26 ,2.79353E-05, 0.78037879 
2020-8-10 11:29,389.88 ,67.02 ,26128.50 ,2.61285E-05, 0.68269850 
2020-8-10 11:44,378.62 ,53.67 ,20320.14 ,2.03201E-05, 0.41290821 
2020-8-10 11:59,387.84 ,57.19 ,22180.96 ,2.21810E-05, 0.49199511 
2020-8-10 12:14,373.16 ,57.11 ,21312.38 ,2.13124E-05, 0.45421764 
2020-8-10 12:29,370.83 ,79.63 ,29527.91 ,2.95279E-05, 0.87189767 
2020-8-10 12:44,389.82 ,63.23 ,24646.66 ,2.46467E-05, 0.60745802 
2020-8-10 12:59,378.27 ,53.61 ,20278.07 ,2.02781E-05, 0.41120028 
2020-8-10 13:14,375.89 ,78.55 ,29527.90 ,2.95279E-05, 0.87189695 
2020-8-10 13:29,370.66 ,55.60 ,20610.41 ,2.06104E-05, 0.42478884 
2020-8-10 13:44,385.76 ,71.62 ,27628.64 ,2.76286E-05, 0.76334154 
2020-8-10 13:59,385.06 ,81.33 ,31315.63 ,3.13156E-05, 0.98066837 
2020-8-10 14:14,388.47 ,68.00 ,26415.78 ,2.64158E-05, 0.69779327 
2020-8-10 14:29,384.86 ,70.31 ,27059.69 ,2.70597E-05, 0.73222672 
2020-8-10 14:44,377.82 ,58.66 ,22163.91 ,2.21639E-05, 0.49123881 
2020-8-10 14:59,386.52 ,67.85 ,26227.23 ,2.62272E-05, 0.68786748 
2020-8-10 15:14,379.79 ,75.41 ,28639.46 ,2.86395E-05, 0.82021846 
2020-8-10 15:29,372.73 ,81.28 ,30296.15 ,3.02961E-05, 0.91785644 
2020-8-10 15:44,377.68 ,73.89 ,27906.19 ,2.79062E-05, 0.77875570 
2020-8-10 15:59,370.04 ,54.21 ,20061.63 ,2.00616E-05, 0.40246901 
2020-8-10 16:14,379.04 ,56.78 ,21521.37 ,2.15214E-05, 0.46316948 
2020-8-10 16:29,387.44 ,65.08 ,25215.80 ,2.52158E-05, 0.63583649 
2020-8-10 16:44,386.52 ,78.04 ,30165.19 ,3.01652E-05, 0.90993871 
2020-8-10 16:59,371.30 ,55.26 ,20519.35 ,2.05193E-05, 0.42104365 
2020-8-10 17:14,384.68 ,68.19 ,26231.29 ,2.62313E-05, 0.68808067 
2020-8-10 17:29,382.61 ,80.27 ,30710.60 ,3.07106E-05, 0.94314100 
2020-8-10 17:44,378.66 ,56.64 ,21447.41 ,2.14474E-05, 0.45999130 
2020-8-10 17:59,371.91 ,68.58 ,25504.14 ,2.55041E-05, 0.65046128 
2020-8-10 18:14,387.18 ,75.47 ,29221.62 ,2.92216E-05, 0.85390290 
2020-8-10 18:29,387.91 ,69.72 ,27043.78 ,2.70438E-05, 0.73136580 
2020-8-10 18:44,382.22 ,77.03 ,29441.16 ,2.94412E-05, 0.86678189 
2020-8-10 18:59,388.11 ,80.72 ,31327.84 ,3.13278E-05, 0.98143356 
2020-8-10 19:14,381.98 ,68.00 ,25974.85 ,2.59748E-05, 0.67469266 
2020-8-10 19:29,380.40 ,80.79 ,30733.29 ,3.07333E-05, 0.94453489 
2020-8-10 19:44,389.20 ,77.71 ,30245.68 ,3.02457E-05, 0.91480093 
2020-8-10 19:59,375.08 ,60.98 ,22873.21 ,2.28732E-05, 0.52318374 
2020-8-10 20:14,374.75 ,73.24 ,27445.41 ,2.74454E-05, 0.75325040 
2020-8-10 20:29,378.38 ,59.05 ,22342.94 ,2.23429E-05, 0.49920714 
2020-8-10 20:44,375.05 ,69.91 ,26217.58 ,2.62176E-05, 0.68736138 
2020-8-10 20:59,389.00 ,70.04 ,27246.05 ,2.72460E-05, 0.74234699 
2020-8-10 21:14,377.15 ,67.89 ,25605.28 ,2.56053E-05, 0.65563018 
2020-8-10 21:29,377.11 ,77.49 ,29221.56 ,2.92216E-05, 0.85389938 
2020-8-10 21:44,373.22 ,54.17 ,20218.10 ,2.02181E-05, 0.40877158 
2020-8-10 21:59,374.71 ,57.34 ,21484.04 ,2.14840E-05, 0.46156403 
2020-8-10 22:14,377.01 ,73.96 ,27882.45 ,2.78825E-05, 0.77743115 
2020-8-10 22:29,386.97 ,52.28 ,20232.67 ,2.02327E-05, 0.40936090 
2020-8-10 22:44,382.92 ,63.67 ,24381.17 ,2.43812E-05, 0.59444146 
2020-8-10 22:59,375.19 ,62.65 ,23505.99 ,2.35060E-05, 0.55253175 
2020-8-10 23:14,380.35 ,78.53 ,29869.74 ,2.98697E-05, 0.89220161 
2020-8-10 23:29,388.90 ,74.55 ,28992.54 ,2.89925E-05, 0.84056720 
2020-8-10 23:44,383.86 ,79.31 ,30443.50 ,3.04435E-05, 0.92680647 
2020-8-10 23:59,383.98 ,76.51 ,29380.30 ,2.93803E-05, 0.86320202 
2020-8-11 0:14,384.08 ,54.60 ,20971.00 ,2.09710E-05, 0.43978274 
2020-8-11 0:29,381.55 ,68.33 ,26072.82 ,2.60728E-05, 0.67979206 
2020-8-11 0:44,371.72 ,66.94 ,24882.65 ,2.48826E-05, 0.61914606 
2020-8-11 0:59,379.29 ,65.43 ,24818.16 ,2.48182E-05, 0.61594116 
2020-8-11 1:14,370.11 ,63.80 ,23612.00 ,2.36120E-05, 0.55752654 
2020-8-11 1:29,388.43 ,72.08 ,27997.36 ,2.79974E-05, 0.78385217 
2020-8-11 1:44,370.31 ,81.70 ,30252.63 ,3.02526E-05, 0.91522141 
2020-8-11 1:59,375.42 ,72.12 ,27077.24 ,2.70772E-05, 0.73317674 
2020-8-11 2:14,384.49 ,58.07 ,22326.87 ,2.23269E-05, 0.49848914 
2020-8-11 2:29,386.79 ,73.11 ,28278.86 ,2.82789E-05, 0.79969378 
2020-8-11 2:44,379.18 ,58.13 ,22043.67 ,2.20437E-05, 0.48592350 
2020-8-11 2:59,370.96 ,70.30 ,26080.10 ,2.60801E-05, 0.68017159 
2020-8-11 3:14,371.62 ,74.86 ,27819.01 ,2.78190E-05, 0.77389753 
2020-8-11 3:29,382.09 ,61.61 ,23538.89 ,2.35389E-05, 0.55407948 
2020-8-11 3:44,382.60 ,69.45 ,26572.50 ,2.65725E-05, 0.70609760 
2020-8-11 3:59,389.84 ,72.03 ,28080.82 ,2.80808E-05, 0.78853218 
2020-8-11 4:14,373.54 ,76.29 ,28497.39 ,2.84974E-05, 0.81210144 
2020-8-11 4:29,380.51 ,73.44 ,27944.67 ,2.79447E-05, 0.78090437 
2020-8-11 4:44,384.63 ,75.58 ,29070.79 ,2.90708E-05, 0.84511100 
2020-8-11 4:59,389.88 ,77.16 ,30082.26 ,3.00823E-05, 0.90494239 
2020-8-11 5:14,374.03 ,68.80 ,25732.92 ,2.57329E-05, 0.66218328 
2020-8-11 5:29,372.09 ,77.06 ,28673.91 ,2.86739E-05, 0.82219293 
2020-8-11 5:44,380.89 ,60.27 ,22955.96 ,2.29560E-05, 0.52697598 
2020-8-11 5:59,380.89 ,78.08 ,29738.88 ,2.97389E-05, 0.88440116 
2020-8-11 6:14,377.99 ,68.37 ,25842.13 ,2.58421E-05, 0.66781576 
2020-8-11 6:29,371.40 ,62.82 ,23330.21 ,2.33302E-05, 0.54429892 
2020-8-11 6:44,386.81 ,80.17 ,31009.36 ,3.10094E-05, 0.96158031 
2020-8-11 6:59,373.73 ,62.73 ,23444.24 ,2.34442E-05, 0.54963251 
2020-8-11 7:14,376.27 ,64.96 ,24441.17 ,2.44412E-05, 0.59737079 
2020-8-11 7:29,370.68 ,60.12 ,22286.62 ,2.22866E-05, 0.49669355 
2020-8-11 7:44,389.65 ,54.62 ,21283.51 ,2.12835E-05, 0.45298775 
2020-8-11 7:59,378.66 ,56.40 ,21357.77 ,2.13578E-05, 0.45615421 
2020-8-11 8:14,386.35 ,81.83 ,31615.11 ,3.16151E-05, 0.99951542 
2020-8-11 8:29,372.89 ,73.28 ,27324.61 ,2.73246E-05, 0.74663412 
2020-8-11 8:44,381.67 ,77.41 ,29544.72 ,2.95447E-05, 0.87289041 
2020-8-11 8:59,373.83 ,65.24 ,24388.11 ,2.43881E-05, 0.59478003 
2020-8-11 9:14,376.77 ,64.54 ,24317.14 ,2.43171E-05, 0.59132335 
2020-8-11 9:29,386.89 ,58.04 ,22454.13 ,2.24541E-05, 0.50418809 
2020-8-11 9:44,380.70 ,58.64 ,22325.56 ,2.23256E-05, 0.49843063 
2020-8-11 9:59,388.94 ,79.37 ,30872.42 ,3.08724E-05, 0.95310654 
2020-8-11 10:14,376.96 ,67.71 ,25522.42 ,2.55224E-05, 0.65139381 
2020-8-11 10:29,382.04 ,79.47 ,30358.88 ,3.03589E-05, 0.92166165 
2020-8-11 10:44,383.09 ,58.87 ,22553.31 ,2.25533E-05, 0.50865180 
2020-8-11 10:59,388.03 ,75.95 ,29471.27 ,2.94713E-05, 0.86855582 
2020-8-11 11:14,385.89 ,70.83 ,27332.34 ,2.73323E-05, 0.74705664 
2020-8-11 11:29,380.98 ,60.34 ,22989.07 ,2.29891E-05, 0.52849757 
2020-8-11 11:44,373.57 ,77.88 ,29092.37 ,2.90924E-05, 0.84636621 
2020-8-11 11:59,370.38 ,79.08 ,29288.18 ,2.92882E-05, 0.85779732 
2020-8-11 12:14,382.23 ,73.86 ,28233.17 ,2.82332E-05, 0.79711173 
2020-8-11 12:29,374.00 ,71.80 ,26854.38 ,2.68544E-05, 0.72115757 
2020-8-11 12:44,374.81 ,52.81 ,19794.24 ,1.97942E-05, 0.39181209 
2020-8-11 12:59,383.75 ,56.82 ,21805.58 ,2.18056E-05, 0.47548349 
2020-8-11 13:14,382.32 ,61.82 ,23634.37 ,2.36344E-05, 0.55858322 
2020-8-11 13:29,375.53 ,69.38 ,26053.92 ,2.60539E-05, 0.67880664 
2020-8-11 13:44,384.51 ,73.99 ,28450.13 ,2.84501E-05, 0.80941004 
2020-8-11 13:59,381.92 ,52.92 ,20209.97 ,2.02100E-05, 0.40844307 
2020-8-11 14:14,381.91 ,65.52 ,25023.52 ,2.50235E-05, 0.62617647 
2020-8-11 14:29,374.23 ,72.42 ,27100.93 ,2.71009E-05, 0.73446018 
2020-8-11 14:44,382.81 ,65.16 ,24945.49 ,2.49455E-05, 0.62227767 
2020-8-11 14:59,378.12 ,71.03 ,26858.39 ,2.68584E-05, 0.72137308 
2020-8-11 15:14,389.46 ,66.39 ,25854.86 ,2.58549E-05, 0.66847362 
2020-8-11 15:29,377.34 ,60.74 ,22919.43 ,2.29194E-05, 0.52530005 
2020-8-11 15:44,371.61 ,80.44 ,29893.86 ,2.98939E-05, 0.89364266 
2020-8-11 15:59,387.36 ,73.34 ,28410.43 ,2.84104E-05, 0.80715244 
2020-8-11 16:14,381.61 ,76.05 ,29020.63 ,2.90206E-05, 0.84219678 
2020-8-11 16:29,371.64 ,73.28 ,27234.07 ,2.72341E-05, 0.74169436 
2020-8-11 16:44,372.85 ,53.83 ,20069.54 ,2.00695E-05, 0.40278635 
2020-8-11 16:59,374.17 ,70.42 ,26350.83 ,2.63508E-05, 0.69436612 
2020-8-11 17:14,373.14 ,56.47 ,21070.79 ,2.10708E-05, 0.44397806 
2020-8-11 17:29,374.53 ,66.36 ,24853.78 ,2.48538E-05, 0.61771013 
2020-8-11 17:44,373.78 ,68.36 ,25549.67 ,2.55497E-05, 0.65278587 
2020-8-11 17:59,386.62 ,70.62 ,27304.00 ,2.73040E-05, 0.74550830 
2020-8-11 18:14,381.58 ,66.21 ,25266.35 ,2.52663E-05, 0.63838841 
2020-8-11 18:29,379.26 ,73.47 ,27863.46 ,2.78635E-05, 0.77637231 
2020-8-11 18:44,372.76 ,57.14 ,21298.29 ,2.12983E-05, 0.45361730 
2020-8-11 18:59,379.21 ,73.73 ,27957.72 ,2.79577E-05, 0.78163419 
2020-8-11 19:14,388.71 ,52.02 ,20221.02 ,2.02210E-05, 0.40888953 
2020-8-11 19:29,375.94 ,68.06 ,25587.64 ,2.55876E-05, 0.65472743 
2020-8-11 19:44,380.49 ,73.10 ,27812.72 ,2.78127E-05, 0.77354743 
2020-8-11 19:59,388.48 ,64.65 ,25115.06 ,2.51151E-05, 0.63076625 
2020-8-11 20:14,370.03 ,69.60 ,25753.23 ,2.57532E-05, 0.66322891 
2020-8-11 20:29,378.90 ,61.83 ,23426.56 ,2.34266E-05, 0.54880364 
2020-8-11 20:44,374.43 ,57.58 ,21560.26 ,2.15603E-05, 0.46484498 
2020-8-11 20:59,382.06 ,52.39 ,20015.18 ,2.00152E-05, 0.40060746 
2020-8-11 21:14,378.21 ,81.99 ,31011.68 ,3.10117E-05, 0.96172441 
2020-8-11 21:29,387.29 ,55.19 ,21374.82 ,2.13748E-05, 0.45688272 
2020-8-11 21:44,374.64 ,67.05 ,25117.96 ,2.51180E-05, 0.63091178 
2020-8-11 21:59,389.65 ,52.50 ,20456.54 ,2.04565E-05, 0.41847005 
2020-8-11 22:14,385.22 ,78.15 ,30104.93 ,3.01049E-05, 0.90630706 
2020-8-11 22:29,380.88 ,64.87 ,24706.83 ,2.47068E-05, 0.61042756 
2020-8-11 22:44,385.77 ,69.54 ,26827.42 ,2.68274E-05, 0.71971043 
2020-8-11 22:59,388.49 ,75.71 ,29414.08 ,2.94141E-05, 0.86518795 
2020-8-11 23:14,374.68 ,79.88 ,29928.77 ,2.99288E-05, 0.89573135 
2020-8-11 23:29,371.37 ,62.22 ,23106.55 ,2.31066E-05, 0.53391282 
2020-8-11 23:44,372.54 ,60.94 ,22701.74 ,2.27017E-05, 0.51536901 
2020-8-11 23:59,383.60 ,80.39 ,30836.91 ,3.08369E-05, 0.95091516 
2020-8-12 0:14,384.37 ,54.12 ,20802.31 ,2.08023E-05, 0.43273590 
2020-8-12 0:29,378.94 ,68.78 ,26065.01 ,2.60650E-05, 0.67938451 
2020-8-12 0:44,383.39 ,76.48 ,29320.34 ,2.93203E-05, 0.85968211 
2020-8-12 0:59,373.51 ,65.05 ,24297.56 ,2.42976E-05, 0.59037145 
2020-8-12 1:14,376.88 ,73.94 ,27867.37 ,2.78674E-05, 0.77659034 
2020-8-12 1:29,385.79 ,58.54 ,22584.91 ,2.25849E-05, 0.51007810 
2020-8-12 1:44,376.80 ,80.16 ,30204.36 ,3.02044E-05, 0.91230315 
2020-8-12 1:59,385.91 ,76.22 ,29415.16 ,2.94152E-05, 0.86525187 
2020-8-12 2:14,370.27 ,57.42 ,21261.50 ,2.12615E-05, 0.45205137 
2020-8-12 2:29,382.34 ,75.69 ,28938.99 ,2.89390E-05, 0.83746505 
2020-8-12 2:44,375.82 ,72.04 ,27073.07 ,2.70731E-05, 0.73295138 
2020-8-12 2:59,388.37 ,66.26 ,25733.30 ,2.57333E-05, 0.66220284 
2020-8-12 3:14,389.91 ,71.60 ,27917.40 ,2.79174E-05, 0.77938115 
2020-8-12 3:29,387.75 ,69.91 ,27106.31 ,2.71063E-05, 0.73475215 
2020-8-12 3:44,381.22 ,57.05 ,21748.84 ,2.17488E-05, 0.47301217 
2020-8-12 3:59,384.40 ,72.62 ,27913.84 ,2.79138E-05, 0.77918272 
2020-8-12 4:14,376.68 ,80.37 ,30272.11 ,3.02721E-05, 0.91640073 
2020-8-12 4:29,370.17 ,76.69 ,28390.11 ,2.83901E-05, 0.80599843 
2020-8-12 4:44,374.88 ,53.93 ,20217.57 ,2.02176E-05, 0.40875028 
2020-8-12 4:59,370.11 ,60.29 ,22315.05 ,2.23150E-05, 0.49796141 
2020-8-12 5:14,377.59 ,71.52 ,27004.42 ,2.70044E-05, 0.72923862 
2020-8-12 5:29,373.72 ,57.95 ,21656.88 ,2.16569E-05, 0.46902051 
2020-8-12 5:44,375.25 ,61.06 ,22910.86 ,2.29109E-05, 0.52490770 
2020-8-12 5:59,383.17 ,66.32 ,25412.12 ,2.54121E-05, 0.64577570 
2020-8-12 6:14,370.65 ,57.06 ,21147.79 ,2.11478E-05, 0.44722913 
2020-8-12 6:29,372.43 ,65.86 ,24528.59 ,2.45286E-05, 0.60165186 
2020-8-12 6:44,381.92 ,80.14 ,30606.59 ,3.06066E-05, 0.93676337 
2020-8-12 6:59,372.69 ,71.51 ,26652.81 ,2.66528E-05, 0.71037232 
2020-8-12 7:14,372.82 ,66.93 ,24951.23 ,2.49512E-05, 0.62256383 
2020-8-12 7:29,370.22 ,57.42 ,21259.25 ,2.12593E-05, 0.45195580 
2020-8-12 7:44,389.13 ,79.34 ,30874.02 ,3.08740E-05, 0.95320502 
2020-8-12 7:59,377.29 ,78.05 ,29446.43 ,2.94464E-05, 0.86709221 
2020-8-12 8:14,376.98 ,64.29 ,24236.41 ,2.42364E-05, 0.58740333 
2020-8-12 8:29,381.83 ,59.37 ,22668.20 ,2.26682E-05, 0.51384709 
2020-8-12 8:44,370.86 ,56.09 ,20801.80 ,2.08018E-05, 0.43271470 
2020-8-12 8:59,374.51 ,60.60 ,22697.06 ,2.26971E-05, 0.51515639 
2020-8-12 9:14,383.19 ,65.28 ,25015.44 ,2.50154E-05, 0.62577245 
2020-8-12 9:29,377.19 ,62.77 ,23676.44 ,2.36764E-05, 0.56057382 
2020-8-12 9:44,386.35 ,78.56 ,30350.81 ,3.03508E-05, 0.92117177 
2020-8-12 9:59,386.11 ,53.64 ,20709.44 ,2.07094E-05, 0.42888092 
2020-8-12 10:14,376.57 ,65.60 ,24704.07 ,2.47041E-05, 0.61029084 
2020-8-12 10:29,381.58 ,66.95 ,25545.58 ,2.55456E-05, 0.65257664 
2020-8-12 10:44,386.99 ,55.99 ,21668.29 ,2.16683E-05, 0.46951476 
2020-8-12 10:59,370.24 ,78.06 ,28901.40 ,2.89014E-05, 0.83529116 
2020-8-12 11:14,383.35 ,60.47 ,23182.17 ,2.31822E-05, 0.53741283 
2020-8-12 11:29,370.46 ,52.22 ,19344.96 ,1.93450E-05, 0.37422735 
2020-8-12 11:44,371.71 ,75.72 ,28144.25 ,2.81442E-05, 0.79209863 
2020-8-12 11:59,378.37 ,61.01 ,23084.26 ,2.30843E-05, 0.53288322 
2020-8-12 12:14,378.74 ,77.93 ,29515.28 ,2.95153E-05, 0.87115187 
2020-8-12 12:29,389.43 ,64.09 ,24957.43 ,2.49574E-05, 0.62287310 
2020-8-12 12:44,380.87 ,53.29 ,20296.52 ,2.02965E-05, 0.41194876 
2020-8-12 12:59,373.88 ,52.40 ,19589.56 ,1.95896E-05, 0.38375077 
2020-8-12 13:14,388.32 ,55.63 ,21602.39 ,2.16024E-05, 0.46666316 
2020-8-12 13:29,373.77 ,63.71 ,23812.09 ,2.38121E-05, 0.56701547 
2020-8-12 13:44,384.02 ,72.47 ,27830.49 ,2.78305E-05, 0.77453596 
2020-8-12 13:59,373.83 ,66.57 ,24886.74 ,2.48867E-05, 0.61934981 
2020-8-12 14:14,388.64 ,70.73 ,27487.36 ,2.74874E-05, 0.75555513 
2020-8-12 14:29,381.82 ,81.83 ,31243.10 ,3.12431E-05, 0.97613122 
2020-8-12 14:44,375.94 ,79.24 ,29790.87 ,2.97909E-05, 0.88749602 
2020-8-12 14:59,388.03 ,72.26 ,28037.31 ,2.80373E-05, 0.78609085 
2020-8-12 15:14,384.19 ,78.33 ,30095.15 ,3.00951E-05, 0.90571797 
2020-8-12 15:29,386.96 ,69.43 ,26867.43 ,2.68674E-05, 0.72185875 
2020-8-12 15:44,383.08 ,64.11 ,24558.69 ,2.45587E-05, 0.60312924 
2020-8-12 15:59,388.02 ,71.30 ,27665.14 ,2.76651E-05, 0.76535971 
2020-8-12 16:14,389.45 ,75.54 ,29419.05 ,2.94190E-05, 0.86548027 
2020-8-12 16:29,375.73 ,70.42 ,26460.17 ,2.64602E-05, 0.70014062 
2020-8-12 16:44,387.57 ,59.80 ,23178.76 ,2.31788E-05, 0.53725486 
