ex_num,drone_hight,drone_wind,drone_power,drone_weight,drone_batout, drone_po 
1 ,13.00 ,1.00 ,116700.00 ,15.00 ,1.20 ,"27,307,800 "
1 ,11.00 ,1.00 ,112360.00 ,15.00 ,1.20 ,"22,247,280 "
1 ,12.00 ,1.00 ,141427.00 ,15.00 ,1.20 ,"30,548,232 "
1 ,13.00 ,1.00 ,133630.00 ,15.00 ,1.20 ,"31,269,420 "
1 ,14.00 ,1.00 ,131208.00 ,15.00 ,1.20 ,"33,064,416 "
1 ,10.00 ,1.00 ,143040.00 ,15.00 ,1.20 ,"25,747,200 "
1 ,16.00 ,1.00 ,141528.00 ,15.00 ,1.20 ,"40,760,064 "
1 ,15.00 ,1.00 ,139128.00 ,15.00 ,1.20 ,"37,564,560 "
1 ,12.00 ,1.00 ,139152.00 ,15.00 ,1.20 ,"30,056,832 "
1 ,11.00 ,1.00 ,116660.00 ,15.00 ,1.20 ,"23,098,680 "
1 ,15.00 ,1.00 ,132549.00 ,15.00 ,1.20 ,"35,788,230 "
1 ,20.00 ,1.00 ,138270.00 ,15.00 ,1.20 ,"49,777,200 "
1 ,19.00 ,1.00 ,115160.00 ,15.00 ,1.20 ,"39,384,720 "
1 ,11.00 ,1.00 ,126270.00 ,15.00 ,1.20 ,"25,001,460 "
1 ,13.00 ,1.00 ,132503.00 ,15.00 ,1.20 ,"31,005,702 "
1 ,17.00 ,1.00 ,121700.00 ,15.00 ,1.20 ,"37,240,200 "
1 ,13.00 ,1.00 ,130800.00 ,15.00 ,1.20 ,"30,607,200 "
1 ,11.00 ,1.00 ,150792.00 ,15.00 ,1.20 ,"29,856,816 "
1 ,20.00 ,1.00 ,129404.00 ,15.00 ,1.20 ,"46,585,440 "
1 ,13.00 ,1.00 ,141624.00 ,15.00 ,1.20 ,"33,140,016 "
1 ,12.00 ,1.00 ,125560.00 ,15.00 ,1.20 ,"27,120,960 "
1 ,18.00 ,1.00 ,138529.00 ,15.00 ,1.20 ,"44,883,396 "
1 ,15.00 ,1.00 ,145224.00 ,15.00 ,1.20 ,"39,210,480 "
1 ,18.00 ,1.00 ,148488.00 ,15.00 ,1.20 ,"48,110,112 "
1 ,15.00 ,1.00 ,144394.00 ,15.00 ,1.20 ,"38,986,380 "
1 ,10.00 ,1.00 ,133464.00 ,15.00 ,1.20 ,"24,023,520 "
1 ,15.00 ,1.00 ,129885.00 ,15.00 ,1.20 ,"35,068,950 "
1 ,17.00 ,1.00 ,108000.00 ,15.00 ,1.20 ,"33,048,000 "
1 ,20.00 ,1.00 ,145608.00 ,15.00 ,1.20 ,"52,418,880 "
1 ,12.00 ,1.00 ,127908.00 ,15.00 ,1.20 ,"27,628,128 "
1 ,14.00 ,1.00 ,145032.00 ,15.00 ,1.20 ,"36,548,064 "
1 ,14.00 ,1.00 ,141588.00 ,15.00 ,1.20 ,"35,680,176 "
1 ,14.00 ,1.00 ,148320.00 ,15.00 ,1.20 ,"37,376,640 "
1 ,14.00 ,1.00 ,143129.00 ,15.00 ,1.20 ,"36,068,508 "
1 ,13.00 ,1.00 ,129129.00 ,15.00 ,1.20 ,"30,216,186 "
1 ,20.00 ,1.00 ,137770.00 ,15.00 ,1.20 ,"49,597,200 "
1 ,19.00 ,1.00 ,139392.00 ,15.00 ,1.20 ,"47,672,064 "
1 ,17.00 ,1.00 ,139008.00 ,15.00 ,1.20 ,"42,536,448 "
1 ,16.00 ,1.00 ,114620.00 ,15.00 ,1.20 ,"33,010,560 "
1 ,18.00 ,1.00 ,138138.00 ,15.00 ,1.20 ,"44,756,712 "
1 ,10.00 ,1.00 ,115164.00 ,15.00 ,1.20 ,"20,729,520 "
1 ,17.00 ,1.00 ,118314.00 ,15.00 ,1.20 ,"36,204,084 "
1 ,19.00 ,1.00 ,124992.00 ,15.00 ,1.20 ,"42,747,264 "
1 ,17.00 ,1.00 ,126615.00 ,15.00 ,1.20 ,"38,744,190 "
1 ,11.00 ,1.00 ,131691.00 ,15.00 ,1.20 ,"26,074,818 "
1 ,17.00 ,1.00 ,134486.00 ,15.00 ,1.20 ,"41,152,716 "
1 ,11.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"29,833,056 "
1 ,19.00 ,1.00 ,140808.00 ,15.00 ,1.20 ,"48,156,336 "
1 ,10.00 ,1.00 ,129927.00 ,15.00 ,1.20 ,"23,386,860 "
1 ,10.00 ,1.00 ,115605.00 ,15.00 ,1.20 ,"20,808,900 "
1 ,15.00 ,1.00 ,142761.00 ,15.00 ,1.20 ,"38,545,470 "
1 ,18.00 ,1.00 ,138432.00 ,15.00 ,1.20 ,"44,851,968 "
1 ,18.00 ,1.00 ,138690.00 ,15.00 ,1.20 ,"44,935,560 "
1 ,15.00 ,1.00 ,121653.00 ,15.00 ,1.20 ,"32,846,310 "
1 ,12.00 ,1.00 ,123207.00 ,15.00 ,1.20 ,"26,612,712 "
1 ,13.00 ,1.00 ,114960.00 ,15.00 ,1.20 ,"26,900,640 "
1 ,19.00 ,1.00 ,143957.00 ,15.00 ,1.20 ,"49,233,294 "
1 ,19.00 ,1.00 ,145152.00 ,15.00 ,1.20 ,"49,641,984 "
1 ,20.00 ,1.00 ,124080.00 ,15.00 ,1.20 ,"44,668,800 "
1 ,19.00 ,1.00 ,120406.00 ,15.00 ,1.20 ,"41,178,852 "
1 ,14.00 ,1.00 ,132043.00 ,15.00 ,1.20 ,"33,274,836 "
1 ,14.00 ,1.00 ,116840.00 ,15.00 ,1.20 ,"29,443,680 "
1 ,13.00 ,1.00 ,112860.00 ,15.00 ,1.20 ,"26,409,240 "
1 ,15.00 ,1.00 ,150120.00 ,15.00 ,1.20 ,"40,532,400 "
1 ,14.00 ,1.00 ,119680.00 ,15.00 ,1.20 ,"30,159,360 "
1 ,20.00 ,1.00 ,111080.00 ,15.00 ,1.20 ,"39,988,800 "
1 ,12.00 ,1.00 ,150312.00 ,15.00 ,1.20 ,"32,467,392 "
1 ,14.00 ,1.00 ,110280.00 ,15.00 ,1.20 ,"27,790,560 "
1 ,18.00 ,1.00 ,112020.00 ,15.00 ,1.20 ,"36,294,480 "
1 ,16.00 ,1.00 ,132434.00 ,15.00 ,1.20 ,"38,140,992 "
1 ,11.00 ,1.00 ,132192.00 ,15.00 ,1.20 ,"26,174,016 "
1 ,13.00 ,1.00 ,143129.00 ,15.00 ,1.20 ,"33,492,186 "
1 ,19.00 ,1.00 ,137136.00 ,15.00 ,1.20 ,"46,900,512 "
1 ,15.00 ,1.00 ,136004.00 ,15.00 ,1.20 ,"36,721,080 "
1 ,17.00 ,1.00 ,121660.00 ,15.00 ,1.20 ,"37,227,960 "
1 ,10.00 ,1.00 ,118041.00 ,15.00 ,1.20 ,"21,247,380 "
1 ,19.00 ,1.00 ,118800.00 ,15.00 ,1.20 ,"40,629,600 "
1 ,13.00 ,1.00 ,122280.00 ,15.00 ,1.20 ,"28,613,520 "
1 ,18.00 ,1.00 ,134849.00 ,15.00 ,1.20 ,"43,691,076 "
1 ,17.00 ,1.00 ,130344.00 ,15.00 ,1.20 ,"39,885,264 "
1 ,11.00 ,1.00 ,126105.00 ,15.00 ,1.20 ,"24,968,790 "
1 ,13.00 ,1.00 ,128268.00 ,15.00 ,1.20 ,"30,014,712 "
1 ,13.00 ,1.00 ,123376.00 ,15.00 ,1.20 ,"28,869,984 "
1 ,11.00 ,1.00 ,114660.00 ,15.00 ,1.20 ,"22,702,680 "
1 ,16.00 ,1.00 ,141174.00 ,15.00 ,1.20 ,"40,658,112 "
1 ,17.00 ,1.00 ,124446.00 ,15.00 ,1.20 ,"38,080,476 "
1 ,13.00 ,1.00 ,130935.00 ,15.00 ,1.20 ,"30,638,790 "
1 ,13.00 ,1.00 ,124762.00 ,15.00 ,1.20 ,"29,194,308 "
1 ,11.00 ,1.00 ,123860.00 ,15.00 ,1.20 ,"24,524,280 "
1 ,20.00 ,1.00 ,110800.00 ,15.00 ,1.20 ,"39,888,000 "
1 ,19.00 ,1.00 ,114640.00 ,15.00 ,1.20 ,"39,206,880 "
1 ,20.00 ,1.00 ,142008.00 ,15.00 ,1.20 ,"51,122,880 "
1 ,11.00 ,1.00 ,120750.00 ,15.00 ,1.20 ,"23,908,500 "
1 ,10.00 ,1.00 ,139702.00 ,15.00 ,1.20 ,"25,146,360 "
1 ,12.00 ,1.00 ,135960.00 ,15.00 ,1.20 ,"29,367,360 "
1 ,17.00 ,1.00 ,127575.00 ,15.00 ,1.20 ,"39,037,950 "
1 ,19.00 ,1.00 ,143064.00 ,15.00 ,1.20 ,"48,927,888 "
1 ,20.00 ,1.00 ,136896.00 ,15.00 ,1.20 ,"49,282,560 "
1 ,18.00 ,1.00 ,108700.00 ,15.00 ,1.20 ,"35,218,800 "
1 ,10.00 ,1.00 ,125040.00 ,15.00 ,1.20 ,"22,507,200 "
1 ,10.00 ,1.00 ,131904.00 ,15.00 ,1.20 ,"23,742,720 "
1 ,11.00 ,1.00 ,115140.00 ,15.00 ,1.20 ,"22,797,720 "
1 ,12.00 ,1.00 ,119196.00 ,15.00 ,1.20 ,"25,746,336 "
1 ,17.00 ,1.00 ,121254.00 ,15.00 ,1.20 ,"37,103,724 "
1 ,12.00 ,1.00 ,126441.00 ,15.00 ,1.20 ,"27,311,256 "
1 ,19.00 ,1.00 ,130746.00 ,15.00 ,1.20 ,"44,715,132 "
1 ,15.00 ,1.00 ,117940.00 ,15.00 ,1.20 ,"31,843,800 "
1 ,13.00 ,1.00 ,121440.00 ,15.00 ,1.20 ,"28,416,960 "
1 ,18.00 ,1.00 ,125532.00 ,15.00 ,1.20 ,"40,672,368 "
1 ,10.00 ,1.00 ,141384.00 ,15.00 ,1.20 ,"25,449,120 "
1 ,18.00 ,1.00 ,111180.00 ,15.00 ,1.20 ,"36,022,320 "
1 ,16.00 ,1.00 ,133285.00 ,15.00 ,1.20 ,"38,386,080 "
1 ,10.00 ,1.00 ,131604.00 ,15.00 ,1.20 ,"23,688,720 "
1 ,12.00 ,1.00 ,118620.00 ,15.00 ,1.20 ,"25,621,920 "
1 ,10.00 ,1.00 ,134640.00 ,15.00 ,1.20 ,"24,235,200 "
1 ,17.00 ,1.00 ,121120.00 ,15.00 ,1.20 ,"37,062,720 "
1 ,10.00 ,1.00 ,118720.00 ,15.00 ,1.20 ,"21,369,600 "
1 ,14.00 ,1.00 ,122367.00 ,15.00 ,1.20 ,"30,836,484 "
1 ,10.00 ,1.00 ,130056.00 ,15.00 ,1.20 ,"23,410,080 "
1 ,15.00 ,1.00 ,135552.00 ,15.00 ,1.20 ,"36,599,040 "
1 ,17.00 ,1.00 ,146928.00 ,15.00 ,1.20 ,"44,959,968 "
1 ,14.00 ,1.00 ,137856.00 ,15.00 ,1.20 ,"34,739,712 "
1 ,10.00 ,1.00 ,120692.00 ,15.00 ,1.20 ,"21,724,560 "
1 ,14.00 ,1.00 ,119416.00 ,15.00 ,1.20 ,"30,092,832 "
1 ,15.00 ,1.00 ,113900.00 ,15.00 ,1.20 ,"30,753,000 "
1 ,13.00 ,1.00 ,122520.00 ,15.00 ,1.20 ,"28,669,680 "
1 ,11.00 ,1.00 ,123081.00 ,15.00 ,1.20 ,"24,370,038 "
1 ,11.00 ,1.00 ,122160.00 ,15.00 ,1.20 ,"24,187,680 "
1 ,15.00 ,1.00 ,128766.00 ,15.00 ,1.20 ,"34,766,820 "
1 ,18.00 ,1.00 ,118040.00 ,15.00 ,1.20 ,"38,244,960 "
1 ,14.00 ,1.00 ,120648.00 ,15.00 ,1.20 ,"30,403,296 "
1 ,13.00 ,1.00 ,113100.00 ,15.00 ,1.20 ,"26,465,400 "
1 ,15.00 ,1.00 ,114534.00 ,15.00 ,1.20 ,"30,924,180 "
1 ,15.00 ,1.00 ,129171.00 ,15.00 ,1.20 ,"34,876,170 "
1 ,16.00 ,1.00 ,120360.00 ,15.00 ,1.20 ,"34,663,680 "
1 ,16.00 ,1.00 ,128414.00 ,15.00 ,1.20 ,"36,983,232 "
1 ,17.00 ,1.00 ,120604.00 ,15.00 ,1.20 ,"36,904,824 "
1 ,10.00 ,1.00 ,127226.00 ,15.00 ,1.20 ,"22,900,680 "
1 ,18.00 ,1.00 ,148776.00 ,15.00 ,1.20 ,"48,203,424 "
1 ,18.00 ,1.00 ,149616.00 ,15.00 ,1.20 ,"48,475,584 "
1 ,14.00 ,1.00 ,122661.00 ,15.00 ,1.20 ,"30,910,572 "
1 ,14.00 ,1.00 ,119980.00 ,15.00 ,1.20 ,"30,234,960 "
1 ,13.00 ,1.00 ,140507.00 ,15.00 ,1.20 ,"32,878,638 "
1 ,17.00 ,1.00 ,122914.00 ,15.00 ,1.20 ,"37,611,684 "
1 ,15.00 ,1.00 ,128304.00 ,15.00 ,1.20 ,"34,642,080 "
1 ,11.00 ,1.00 ,124614.00 ,15.00 ,1.20 ,"24,673,572 "
1 ,14.00 ,1.00 ,111540.00 ,15.00 ,1.20 ,"28,108,080 "
1 ,15.00 ,1.00 ,137241.00 ,15.00 ,1.20 ,"37,055,070 "
1 ,16.00 ,1.00 ,122606.00 ,15.00 ,1.20 ,"35,310,528 "
1 ,10.00 ,1.00 ,121338.00 ,15.00 ,1.20 ,"21,840,840 "
1 ,17.00 ,1.00 ,117100.00 ,15.00 ,1.20 ,"35,832,600 "
1 ,10.00 ,1.00 ,139909.00 ,15.00 ,1.20 ,"25,183,620 "
1 ,10.00 ,1.00 ,134808.00 ,15.00 ,1.20 ,"24,265,440 "
1 ,20.00 ,1.00 ,130870.00 ,15.00 ,1.20 ,"47,113,200 "
1 ,12.00 ,1.00 ,110840.00 ,15.00 ,1.20 ,"23,941,440 "
1 ,20.00 ,1.00 ,124620.00 ,15.00 ,1.20 ,"44,863,200 "
1 ,18.00 ,1.00 ,125280.00 ,15.00 ,1.20 ,"40,590,720 "
1 ,19.00 ,1.00 ,149496.00 ,15.00 ,1.20 ,"51,127,632 "
1 ,14.00 ,1.00 ,124234.00 ,15.00 ,1.20 ,"31,306,968 "
1 ,13.00 ,1.00 ,110280.00 ,15.00 ,1.20 ,"25,805,520 "
1 ,12.00 ,1.00 ,108480.00 ,15.00 ,1.20 ,"23,431,680 "
1 ,13.00 ,1.00 ,138168.00 ,15.00 ,1.20 ,"32,331,312 "
1 ,20.00 ,1.00 ,122720.00 ,15.00 ,1.20 ,"44,179,200 "
1 ,16.00 ,1.00 ,128121.00 ,15.00 ,1.20 ,"36,898,848 "
1 ,18.00 ,1.00 ,120540.00 ,15.00 ,1.20 ,"39,054,960 "
1 ,16.00 ,1.00 ,128079.00 ,15.00 ,1.20 ,"36,886,752 "
1 ,17.00 ,1.00 ,125979.00 ,15.00 ,1.20 ,"38,549,574 "
1 ,18.00 ,1.00 ,130504.00 ,15.00 ,1.20 ,"42,283,296 "
1 ,10.00 ,1.00 ,133492.00 ,15.00 ,1.20 ,"24,028,560 "
1 ,15.00 ,1.00 ,137011.00 ,15.00 ,1.20 ,"36,992,970 "
1 ,15.00 ,1.00 ,120494.00 ,15.00 ,1.20 ,"32,533,380 "
1 ,15.00 ,1.00 ,135696.00 ,15.00 ,1.20 ,"36,637,920 "
1 ,11.00 ,1.00 ,120494.00 ,15.00 ,1.20 ,"23,857,812 "
1 ,12.00 ,1.00 ,137456.00 ,15.00 ,1.20 ,"29,690,496 "
1 ,13.00 ,1.00 ,122199.00 ,15.00 ,1.20 ,"28,594,566 "
1 ,19.00 ,1.00 ,134552.00 ,15.00 ,1.20 ,"46,016,784 "
1 ,10.00 ,1.00 ,118480.00 ,15.00 ,1.20 ,"21,326,400 "
1 ,17.00 ,1.00 ,127932.00 ,15.00 ,1.20 ,"39,147,192 "
1 ,11.00 ,1.00 ,116907.00 ,15.00 ,1.20 ,"23,147,586 "
1 ,12.00 ,1.00 ,137390.00 ,15.00 ,1.20 ,"29,676,240 "
1 ,12.00 ,1.00 ,115269.00 ,15.00 ,1.20 ,"24,898,104 "
1 ,18.00 ,1.00 ,118980.00 ,15.00 ,1.20 ,"38,549,520 "
1 ,10.00 ,1.00 ,123880.00 ,15.00 ,1.20 ,"22,298,400 "
1 ,10.00 ,1.00 ,132696.00 ,15.00 ,1.20 ,"23,885,280 "
1 ,20.00 ,1.00 ,146208.00 ,15.00 ,1.20 ,"52,634,880 "
1 ,18.00 ,1.00 ,109300.00 ,15.00 ,1.20 ,"35,413,200 "
1 ,11.00 ,1.00 ,132240.00 ,15.00 ,1.20 ,"26,183,520 "
1 ,13.00 ,1.00 ,134504.00 ,15.00 ,1.20 ,"31,473,936 "
1 ,19.00 ,1.00 ,135528.00 ,15.00 ,1.20 ,"46,350,576 "
1 ,10.00 ,1.00 ,125937.00 ,15.00 ,1.20 ,"22,668,660 "
1 ,18.00 ,1.00 ,131187.00 ,15.00 ,1.20 ,"42,504,588 "
1 ,17.00 ,1.00 ,137082.00 ,15.00 ,1.20 ,"41,947,092 "
1 ,19.00 ,1.00 ,137172.00 ,15.00 ,1.20 ,"46,912,824 "
1 ,20.00 ,1.00 ,136664.00 ,15.00 ,1.20 ,"49,199,040 "
1 ,15.00 ,1.00 ,125937.00 ,15.00 ,1.20 ,"34,002,990 "
1 ,11.00 ,1.00 ,140184.00 ,15.00 ,1.20 ,"27,756,432 "
1 ,17.00 ,1.00 ,127696.00 ,15.00 ,1.20 ,"39,074,976 "
1 ,11.00 ,1.00 ,118272.00 ,15.00 ,1.20 ,"23,417,856 "
1 ,14.00 ,1.00 ,136413.00 ,15.00 ,1.20 ,"34,376,076 "
1 ,13.00 ,1.00 ,113960.00 ,15.00 ,1.20 ,"26,666,640 "
1 ,13.00 ,1.00 ,119760.00 ,15.00 ,1.20 ,"28,023,840 "
1 ,14.00 ,1.00 ,109420.00 ,15.00 ,1.20 ,"27,573,840 "
1 ,10.00 ,1.00 ,125307.00 ,15.00 ,1.20 ,"22,555,260 "
1 ,16.00 ,1.00 ,120456.00 ,15.00 ,1.20 ,"34,691,328 "
1 ,16.00 ,1.00 ,140808.00 ,15.00 ,1.20 ,"40,552,704 "
1 ,18.00 ,1.00 ,112780.00 ,15.00 ,1.20 ,"36,540,720 "
1 ,18.00 ,1.00 ,133254.00 ,15.00 ,1.20 ,"43,174,296 "
1 ,17.00 ,1.00 ,119636.00 ,15.00 ,1.20 ,"36,608,616 "
1 ,12.00 ,1.00 ,143750.00 ,15.00 ,1.20 ,"31,050,000 "
1 ,15.00 ,1.00 ,140496.00 ,15.00 ,1.20 ,"37,933,920 "
1 ,17.00 ,1.00 ,125378.00 ,15.00 ,1.20 ,"38,365,668 "
1 ,15.00 ,1.00 ,125620.00 ,15.00 ,1.20 ,"33,917,400 "
1 ,19.00 ,1.00 ,113360.00 ,15.00 ,1.20 ,"38,769,120 "
1 ,11.00 ,1.00 ,143520.00 ,15.00 ,1.20 ,"28,416,960 "
1 ,10.00 ,1.00 ,146784.00 ,15.00 ,1.20 ,"26,421,120 "
1 ,13.00 ,1.00 ,115941.00 ,15.00 ,1.20 ,"27,130,194 "
1 ,15.00 ,1.00 ,137976.00 ,15.00 ,1.20 ,"37,253,520 "
1 ,12.00 ,1.00 ,128100.00 ,15.00 ,1.20 ,"27,669,600 "
1 ,13.00 ,1.00 ,149544.00 ,15.00 ,1.20 ,"34,993,296 "
1 ,13.00 ,1.00 ,127167.00 ,15.00 ,1.20 ,"29,757,078 "
1 ,12.00 ,1.00 ,128133.00 ,15.00 ,1.20 ,"27,676,728 "
1 ,17.00 ,1.00 ,116120.00 ,15.00 ,1.20 ,"35,532,720 "
1 ,19.00 ,1.00 ,140530.00 ,15.00 ,1.20 ,"48,061,260 "
1 ,17.00 ,1.00 ,134366.00 ,15.00 ,1.20 ,"41,115,996 "
1 ,10.00 ,1.00 ,115240.00 ,15.00 ,1.20 ,"20,743,200 "
1 ,15.00 ,1.00 ,125158.00 ,15.00 ,1.20 ,"33,792,660 "
1 ,12.00 ,1.00 ,138966.00 ,15.00 ,1.20 ,"30,016,656 "
1 ,18.00 ,1.00 ,111340.00 ,15.00 ,1.20 ,"36,074,160 "
1 ,12.00 ,1.00 ,123417.00 ,15.00 ,1.20 ,"26,658,072 "
1 ,10.00 ,1.00 ,137304.00 ,15.00 ,1.20 ,"24,714,720 "
1 ,13.00 ,1.00 ,115340.00 ,15.00 ,1.20 ,"26,989,560 "
1 ,18.00 ,1.00 ,123160.00 ,15.00 ,1.20 ,"39,903,840 "
1 ,17.00 ,1.00 ,123080.00 ,15.00 ,1.20 ,"37,662,480 "
1 ,17.00 ,1.00 ,148272.00 ,15.00 ,1.20 ,"45,371,232 "
1 ,12.00 ,1.00 ,135528.00 ,15.00 ,1.20 ,"29,274,048 "
1 ,16.00 ,1.00 ,120560.00 ,15.00 ,1.20 ,"34,721,280 "
1 ,17.00 ,1.00 ,131736.00 ,15.00 ,1.20 ,"40,311,216 "
1 ,12.00 ,1.00 ,127336.00 ,15.00 ,1.20 ,"27,504,576 "
1 ,20.00 ,1.00 ,136796.00 ,15.00 ,1.20 ,"49,246,560 "
1 ,15.00 ,1.00 ,127490.00 ,15.00 ,1.20 ,"34,422,300 "
1 ,16.00 ,1.00 ,131698.00 ,15.00 ,1.20 ,"37,929,024 "
1 ,11.00 ,1.00 ,145152.00 ,15.00 ,1.20 ,"28,740,096 "
1 ,17.00 ,1.00 ,139541.00 ,15.00 ,1.20 ,"42,699,546 "
1 ,10.00 ,1.00 ,131054.00 ,15.00 ,1.20 ,"23,589,720 "
1 ,16.00 ,1.00 ,140116.00 ,15.00 ,1.20 ,"40,353,408 "
1 ,14.00 ,1.00 ,116130.00 ,15.00 ,1.20 ,"29,264,760 "
1 ,10.00 ,1.00 ,127880.00 ,15.00 ,1.20 ,"23,018,400 "
1 ,19.00 ,1.00 ,132457.00 ,15.00 ,1.20 ,"45,300,294 "
1 ,10.00 ,1.00 ,131330.00 ,15.00 ,1.20 ,"23,639,400 "
1 ,17.00 ,1.00 ,122840.00 ,15.00 ,1.20 ,"37,589,040 "
1 ,14.00 ,1.00 ,116214.00 ,15.00 ,1.20 ,"29,285,928 "
1 ,15.00 ,1.00 ,125442.00 ,15.00 ,1.20 ,"33,869,340 "
1 ,18.00 ,1.00 ,133860.00 ,15.00 ,1.20 ,"43,370,640 "
1 ,17.00 ,1.00 ,115860.00 ,15.00 ,1.20 ,"35,453,160 "
1 ,19.00 ,1.00 ,122472.00 ,15.00 ,1.20 ,"41,885,424 "
1 ,19.00 ,1.00 ,130284.00 ,15.00 ,1.20 ,"44,557,128 "
1 ,17.00 ,1.00 ,138897.00 ,15.00 ,1.20 ,"42,502,482 "
1 ,17.00 ,1.00 ,117810.00 ,15.00 ,1.20 ,"36,049,860 "
1 ,16.00 ,1.00 ,137808.00 ,15.00 ,1.20 ,"39,688,704 "
1 ,12.00 ,1.00 ,124005.00 ,15.00 ,1.20 ,"26,785,080 "
1 ,11.00 ,1.00 ,121044.00 ,15.00 ,1.20 ,"23,966,712 "
1 ,19.00 ,1.00 ,128777.00 ,15.00 ,1.20 ,"44,041,734 "
1 ,12.00 ,1.00 ,126247.00 ,15.00 ,1.20 ,"27,269,352 "
1 ,13.00 ,1.00 ,121128.00 ,15.00 ,1.20 ,"28,343,952 "
1 ,11.00 ,1.00 ,124173.00 ,15.00 ,1.20 ,"24,586,254 "
1 ,15.00 ,1.00 ,135600.00 ,15.00 ,1.20 ,"36,612,000 "
1 ,16.00 ,1.00 ,150216.00 ,15.00 ,1.20 ,"43,262,208 "
1 ,20.00 ,1.00 ,144912.00 ,15.00 ,1.20 ,"52,168,320 "
1 ,16.00 ,1.00 ,138288.00 ,15.00 ,1.20 ,"39,826,944 "
1 ,20.00 ,1.00 ,125166.00 ,15.00 ,1.20 ,"45,059,760 "
1 ,10.00 ,1.00 ,135010.00 ,15.00 ,1.20 ,"24,301,800 "
1 ,19.00 ,1.00 ,149760.00 ,15.00 ,1.20 ,"51,217,920 "
1 ,12.00 ,1.00 ,142508.00 ,15.00 ,1.20 ,"30,781,728 "
1 ,11.00 ,1.00 ,148416.00 ,15.00 ,1.20 ,"29,386,368 "
1 ,19.00 ,1.00 ,132924.00 ,15.00 ,1.20 ,"45,460,008 "
1 ,13.00 ,1.00 ,119175.00 ,15.00 ,1.20 ,"27,886,950 "
1 ,13.00 ,1.00 ,124410.00 ,15.00 ,1.20 ,"29,111,940 "
1 ,14.00 ,1.00 ,127443.00 ,15.00 ,1.20 ,"32,115,636 "
1 ,13.00 ,1.00 ,113967.00 ,15.00 ,1.20 ,"26,668,278 "
1 ,14.00 ,1.00 ,128018.00 ,15.00 ,1.20 ,"32,260,536 "
1 ,12.00 ,1.00 ,126252.00 ,15.00 ,1.20 ,"27,270,432 "
1 ,10.00 ,1.00 ,142968.00 ,15.00 ,1.20 ,"25,734,240 "
1 ,16.00 ,1.00 ,129672.00 ,15.00 ,1.20 ,"37,345,536 "
1 ,14.00 ,1.00 ,135256.00 ,15.00 ,1.20 ,"34,084,512 "
1 ,10.00 ,1.00 ,140712.00 ,15.00 ,1.20 ,"25,328,160 "
1 ,18.00 ,1.00 ,108000.00 ,15.00 ,1.20 ,"34,992,000 "
1 ,19.00 ,1.00 ,124916.00 ,15.00 ,1.20 ,"42,721,272 "
1 ,12.00 ,1.00 ,135608.00 ,15.00 ,1.20 ,"29,291,328 "
1 ,16.00 ,1.00 ,108240.00 ,15.00 ,1.20 ,"31,173,120 "
1 ,17.00 ,1.00 ,109300.00 ,15.00 ,1.20 ,"33,445,800 "
1 ,17.00 ,1.00 ,118060.00 ,15.00 ,1.20 ,"36,126,360 "
1 ,17.00 ,1.00 ,119007.00 ,15.00 ,1.20 ,"36,416,142 "
1 ,16.00 ,1.00 ,131124.00 ,15.00 ,1.20 ,"37,763,712 "
1 ,11.00 ,1.00 ,126525.00 ,15.00 ,1.20 ,"25,051,950 "
1 ,15.00 ,1.00 ,119660.00 ,15.00 ,1.20 ,"32,308,200 "
1 ,11.00 ,1.00 ,124820.00 ,15.00 ,1.20 ,"24,714,360 "
1 ,15.00 ,1.00 ,129738.00 ,15.00 ,1.20 ,"35,029,260 "
1 ,13.00 ,1.00 ,132618.00 ,15.00 ,1.20 ,"31,032,612 "
1 ,15.00 ,1.00 ,125994.00 ,15.00 ,1.20 ,"34,018,380 "
1 ,17.00 ,1.00 ,131813.00 ,15.00 ,1.20 ,"40,334,778 "
1 ,20.00 ,1.00 ,138292.00 ,15.00 ,1.20 ,"49,785,120 "
1 ,20.00 ,1.00 ,118420.00 ,15.00 ,1.20 ,"42,631,200 "
1 ,15.00 ,1.00 ,110560.00 ,15.00 ,1.20 ,"29,851,200 "
1 ,12.00 ,1.00 ,125620.00 ,15.00 ,1.20 ,"27,133,920 "
1 ,17.00 ,1.00 ,115320.00 ,15.00 ,1.20 ,"35,287,920 "
1 ,13.00 ,1.00 ,124637.00 ,15.00 ,1.20 ,"29,165,058 "
1 ,16.00 ,1.00 ,126368.00 ,15.00 ,1.20 ,"36,393,984 "
1 ,17.00 ,1.00 ,133232.00 ,15.00 ,1.20 ,"40,768,992 "
1 ,18.00 ,1.00 ,122320.00 ,15.00 ,1.20 ,"39,631,680 "
1 ,19.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"51,529,824 "
1 ,16.00 ,1.00 ,141120.00 ,15.00 ,1.20 ,"40,642,560 "
1 ,10.00 ,1.00 ,142560.00 ,15.00 ,1.20 ,"25,660,800 "
1 ,11.00 ,1.00 ,115860.00 ,15.00 ,1.20 ,"22,940,280 "
1 ,11.00 ,1.00 ,121740.00 ,15.00 ,1.20 ,"24,104,520 "
1 ,10.00 ,1.00 ,130152.00 ,15.00 ,1.20 ,"23,427,360 "
1 ,12.00 ,1.00 ,143313.00 ,15.00 ,1.20 ,"30,955,608 "
1 ,19.00 ,1.00 ,116613.00 ,15.00 ,1.20 ,"39,881,646 "
