, 형태소,  의미형태,구분신뢰도, 자연어 수,전자파 지수10,전자파(TG),AI 쳇봇 기계학습효율*100%
2020-6-19 21:29, 204.63 , 7.68 , 0.87 ," 1,372.41 ", 1.37 , 1.37 , 137.24 
2020-6-19 21:44, 209.24 , 3.57 , 0.94 , 703.75 , 0.70 , 0.70 , 70.37 
2020-6-19 21:59, 212.85 , 9.19 , 0.93 ," 1,818.03 ", 1.82 , 1.82 , 181.80 
2020-6-19 22:14, 215.50 , 5.66 , 0.82 ," 1,005.11 ", 1.01 , 1.01 , 100.51 
2020-6-19 22:29, 234.00 , 8.92 , 0.88 ," 1,845.59 ", 1.85 , 1.85 , 184.56 
2020-6-19 22:44, 203.21 , 2.83 , 0.94 , 538.69 , 0.54 , 0.54 , 53.87 
2020-6-19 22:59, 217.58 , 6.49 , 0.91 ," 1,285.31 ", 1.29 , 1.29 , 128.53 
2020-6-19 23:14, 234.00 , 8.07 , 0.84 ," 1,596.26 ", 1.60 , 1.60 , 159.63 
2020-6-19 23:29, 223.91 , 3.34 , 0.87 , 649.21 , 0.65 , 0.65 , 64.92 
2020-6-19 23:44, 227.65 , 6.35 , 0.90 ," 1,306.03 ", 1.31 , 1.31 , 130.60 
2020-6-19 23:59, 211.74 , 6.60 , 0.90 ," 1,257.24 ", 1.26 , 1.26 , 125.72 
2020-6-20 0:14, 219.04 , 4.22 , 0.94 , 871.84 , 0.87 , 0.87 , 87.18 
2020-6-20 0:29, 203.70 , 3.92 , 0.89 , 713.64 , 0.71 , 0.71 , 71.36 
2020-6-20 0:44, 207.34 , 2.16 , 0.90 , 402.90 , 0.40 , 0.40 , 40.29 
2020-6-20 0:59, 205.85 , 5.41 , 0.93 ," 1,030.98 ", 1.03 , 1.03 , 103.10 
2020-6-20 1:14, 203.82 , 3.19 , 0.91 , 592.59 , 0.59 , 0.59 , 59.26 
2020-6-20 1:29, 215.38 , 6.53 , 0.92 ," 1,298.28 ", 1.30 , 1.30 , 129.83 
2020-6-20 1:44, 200.09 , 8.76 , 0.84 ," 1,470.01 ", 1.47 , 1.47 , 147.00 
2020-6-20 1:59, 217.87 , 5.28 , 0.92 ," 1,064.15 ", 1.06 , 1.06 , 106.42 
2020-6-20 2:14, 225.65 , 1.90 , 0.92 , 395.20 , 0.40 , 0.40 , 39.52 
2020-6-20 2:29, 217.48 , 9.96 , 0.89 ," 1,923.85 ", 1.92 , 1.92 , 192.39 
2020-6-20 2:44, 202.79 , 9.35 , 0.83 ," 1,566.95 ", 1.57 , 1.57 , 156.69 
2020-6-20 2:59, 205.26 , 9.40 , 0.90 ," 1,728.70 ", 1.73 , 1.73 , 172.87 
2020-6-20 3:14, 209.46 , 8.69 , 0.90 ," 1,635.85 ", 1.64 , 1.64 , 163.58 
2020-6-20 3:29, 205.59 , 8.45 , 0.80 ," 1,394.68 ", 1.39 , 1.39 , 139.47 
2020-6-20 3:44, 233.25 , 9.84 , 0.82 ," 1,877.89 ", 1.88 , 1.88 , 187.79 
2020-6-20 3:59, 237.05 , 5.56 , 0.93 ," 1,222.12 ", 1.22 , 1.22 , 122.21 
2020-6-20 4:14, 220.78 , 2.04 , 0.93 , 416.90 , 0.42 , 0.42 , 41.69 
2020-6-20 4:29, 218.10 , 2.33 , 0.81 , 410.99 , 0.41 , 0.41 , 41.10 
2020-6-20 4:44, 225.88 , 7.54 , 0.81 ," 1,374.46 ", 1.37 , 1.37 , 137.45 
2020-6-20 4:59, 204.78 , 2.17 , 0.83 , 370.02 , 0.37 , 0.37 , 37.00 
2020-6-20 5:14, 229.85 , 9.15 , 0.84 ," 1,757.50 ", 1.76 , 1.76 , 175.75 
2020-6-20 5:29, 202.14 , 7.15 , 0.81 ," 1,175.50 ", 1.18 , 1.18 , 117.55 
2020-6-20 5:44, 216.66 , 7.81 , 0.89 ," 1,507.59 ", 1.51 , 1.51 , 150.76 
2020-6-20 5:59, 235.66 , 3.30 , 0.81 , 631.71 , 0.63 , 0.63 , 63.17 
2020-6-20 6:14, 221.53 , 4.87 , 0.92 , 997.00 , 1.00 , 1.00 , 99.70 
2020-6-20 6:29, 238.29 , 6.96 , 0.81 ," 1,346.97 ", 1.35 , 1.35 , 134.70 
2020-6-20 6:44, 212.02 , 6.70 , 0.90 ," 1,283.63 ", 1.28 , 1.28 , 128.36 
2020-6-20 6:59, 236.29 , 6.84 , 0.92 ," 1,482.61 ", 1.48 , 1.48 , 148.26 
2020-6-20 7:14, 208.18 , 1.55 , 0.92 , 297.61 , 0.30 , 0.30 , 29.76 
2020-6-20 7:29, 212.16 , 3.89 , 0.86 , 709.86 , 0.71 , 0.71 , 70.99 
2020-6-20 7:44, 220.22 , 8.36 , 0.80 ," 1,475.81 ", 1.48 , 1.48 , 147.58 
2020-6-20 7:59, 211.81 , 3.04 , 0.83 , 534.52 , 0.53 , 0.53 , 53.45 
2020-6-20 8:14, 215.62 , 8.80 , 0.84 ," 1,594.97 ", 1.59 , 1.59 , 159.50 
2020-6-20 8:29, 214.67 , 6.57 , 0.94 ," 1,327.47 ", 1.33 , 1.33 , 132.75 
2020-6-20 8:44, 227.27 , 5.42 , 0.82 ," 1,005.78 ", 1.01 , 1.01 , 100.58 
2020-6-20 8:59, 227.68 , 8.74 , 0.85 ," 1,689.59 ", 1.69 , 1.69 , 168.96 
2020-6-20 9:14, 229.14 , 6.76 , 0.82 ," 1,277.14 ", 1.28 , 1.28 , 127.71 
2020-6-20 9:29, 207.27 , 2.54 , 0.88 , 463.54 , 0.46 , 0.46 , 46.35 
2020-6-20 9:44, 209.40 , 8.25 , 0.93 ," 1,601.17 ", 1.60 , 1.60 , 160.12 
2020-6-20 9:59, 202.63 , 2.95 , 0.94 , 563.37 , 0.56 , 0.56 , 56.34 
2020-6-20 10:14, 223.48 , 1.82 , 0.94 , 382.96 , 0.38 , 0.38 , 38.30 
2020-6-20 10:29, 232.68 , 4.19 , 0.94 , 916.95 , 0.92 , 0.92 , 91.69 
2020-6-20 10:44, 210.05 , 5.59 , 0.83 , 979.29 , 0.98 , 0.98 , 97.93 
2020-6-20 10:59, 215.35 , 2.15 , 0.81 , 375.93 , 0.38 , 0.38 , 37.59 
2020-6-20 11:14, 236.22 , 4.50 , 0.82 , 876.05 , 0.88 , 0.88 , 87.61 
2020-6-20 11:29, 220.26 , 8.52 , 0.89 ," 1,674.86 ", 1.67 , 1.67 , 167.49 
2020-6-20 11:44, 230.81 , 9.03 , 0.83 ," 1,726.17 ", 1.73 , 1.73 , 172.62 
2020-6-20 11:59, 233.12 , 8.65 , 0.87 ," 1,756.64 ", 1.76 , 1.76 , 175.66 
2020-6-20 12:14, 210.05 , 2.39 , 0.88 , 442.39 , 0.44 , 0.44 , 44.24 
2020-6-20 12:29, 208.50 , 6.49 , 0.95 ," 1,279.95 ", 1.28 , 1.28 , 128.00 
2020-6-20 12:44, 223.60 , 6.80 , 0.94 ," 1,434.29 ", 1.43 , 1.43 , 143.43 
2020-6-20 12:59, 231.12 , 1.64 , 0.85 , 323.10 , 0.32 , 0.32 , 32.31 
2020-6-20 13:14, 208.32 , 7.72 , 0.80 ," 1,292.18 ", 1.29 , 1.29 , 129.22 
2020-6-20 13:29, 203.57 , 7.48 , 0.84 ," 1,286.24 ", 1.29 , 1.29 , 128.62 
2020-6-20 13:44, 232.96 , 7.35 , 0.90 ," 1,535.77 ", 1.54 , 1.54 , 153.58 
2020-6-20 13:59, 226.56 , 7.49 , 0.94 ," 1,594.13 ", 1.59 , 1.59 , 159.41 
2020-6-20 14:14, 239.19 , 8.80 , 0.86 ," 1,818.12 ", 1.82 , 1.82 , 181.81 
2020-6-20 14:29, 225.49 , 8.47 , 0.92 ," 1,753.28 ", 1.75 , 1.75 , 175.33 
2020-6-20 14:44, 234.03 , 1.71 , 0.93 , 371.99 , 0.37 , 0.37 , 37.20 
2020-6-20 14:59, 207.76 , 6.73 , 0.80 ," 1,121.22 ", 1.12 , 1.12 , 112.12 
2020-6-20 15:14, 217.70 , 8.34 , 0.87 ," 1,583.19 ", 1.58 , 1.58 , 158.32 
2020-6-20 15:29, 236.34 , 7.03 , 0.81 ," 1,339.66 ", 1.34 , 1.34 , 133.97 
2020-6-20 15:44, 205.53 , 5.52 , 0.95 ," 1,072.08 ", 1.07 , 1.07 , 107.21 
2020-6-20 15:59, 206.28 , 8.20 , 0.95 ," 1,603.10 ", 1.60 , 1.60 , 160.31 
2020-6-20 16:14, 225.57 , 4.22 , 0.94 , 895.09 , 0.90 , 0.90 , 89.51 
2020-6-20 16:29, 204.38 , 9.86 , 0.84 ," 1,692.96 ", 1.69 , 1.69 , 169.30 
2020-6-20 16:44, 215.91 , 2.41 , 0.82 , 429.26 , 0.43 , 0.43 , 42.93 
2020-6-20 16:59, 207.64 , 3.04 , 0.82 , 513.71 , 0.51 , 0.51 , 51.37 
2020-6-20 17:14, 224.13 , 9.69 , 0.89 ," 1,923.04 ", 1.92 , 1.92 , 192.30 
2020-6-20 17:29, 204.12 , 3.92 , 0.92 , 734.72 , 0.73 , 0.73 , 73.47 
2020-6-20 17:44, 203.44 , 6.01 , 0.82 ," 1,006.55 ", 1.01 , 1.01 , 100.66 
2020-6-20 17:59, 226.89 , 1.31 , 0.86 , 254.65 , 0.25 , 0.25 , 25.47 
2020-6-20 18:14, 227.46 , 1.21 , 0.81 , 223.02 , 0.22 , 0.22 , 22.30 
2020-6-20 18:29, 239.59 , 9.42 , 0.87 ," 1,959.82 ", 1.96 , 1.96 , 195.98 
2020-6-20 18:44, 204.46 , 7.85 , 0.88 ," 1,419.16 ", 1.42 , 1.42 , 141.92 
2020-6-20 18:59, 225.14 , 2.26 , 0.95 , 481.32 , 0.48 , 0.48 , 48.13 
2020-6-20 19:14, 201.41 , 7.91 , 0.86 ," 1,373.15 ", 1.37 , 1.37 , 137.32 
2020-6-20 19:29, 233.15 , 2.59 , 0.94 , 569.25 , 0.57 , 0.57 , 56.92 
2020-6-20 19:44, 223.84 , 6.32 , 0.83 ," 1,170.94 ", 1.17 , 1.17 , 117.09 
2020-6-20 19:59, 236.20 , 6.77 , 0.83 ," 1,322.25 ", 1.32 , 1.32 , 132.22 
2020-6-20 20:14, 214.27 , 7.22 , 0.82 ," 1,264.11 ", 1.26 , 1.26 , 126.41 
2020-6-20 20:29, 216.49 , 4.41 , 0.80 , 767.06 , 0.77 , 0.77 , 76.71 
2020-6-20 20:44, 207.57 , 5.28 , 0.81 , 890.18 , 0.89 , 0.89 , 89.02 
2020-6-20 20:59, 233.73 , 6.41 , 0.93 ," 1,387.11 ", 1.39 , 1.39 , 138.71 
2020-6-20 21:14, 203.68 , 2.80 , 0.91 , 522.08 , 0.52 , 0.52 , 52.21 
2020-6-20 21:29, 202.30 , 4.36 , 0.83 , 729.53 , 0.73 , 0.73 , 72.95 
2020-6-20 21:44, 210.46 , 2.35 , 0.87 , 431.82 , 0.43 , 0.43 , 43.18 
2020-6-20 21:59, 231.15 , 3.86 , 0.89 , 792.51 , 0.79 , 0.79 , 79.25 
2020-6-20 22:14, 216.69 , 9.45 , 0.86 ," 1,753.77 ", 1.75 , 1.75 , 175.38 
2020-6-20 22:29, 206.06 , 5.17 , 0.80 , 856.76 , 0.86 , 0.86 , 85.68 
2020-6-20 22:44, 227.15 , 1.50 , 0.93 , 315.33 , 0.32 , 0.32 , 31.53 
2020-6-20 22:59, 216.77 , 7.68 , 0.82 ," 1,359.06 ", 1.36 , 1.36 , 135.91 
2020-6-20 23:14, 223.80 , 1.07 , 0.84 , 199.94 , 0.20 , 0.20 , 19.99 
2020-6-20 23:29, 217.91 , 3.34 , 0.81 , 590.32 , 0.59 , 0.59 , 59.03 
2020-6-20 23:44, 220.37 , 2.63 , 0.91 , 525.72 , 0.53 , 0.53 , 52.57 
2020-6-20 23:59, 200.89 , 1.53 , 0.93 , 284.73 , 0.28 , 0.28 , 28.47 
2020-6-21 0:14, 210.75 , 8.40 , 0.84 ," 1,482.82 ", 1.48 , 1.48 , 148.28 
2020-6-21 0:29, 201.99 , 7.58 , 0.86 ," 1,323.28 ", 1.32 , 1.32 , 132.33 
2020-6-21 0:44, 220.79 , 5.38 , 0.83 , 984.88 , 0.98 , 0.98 , 98.49 
2020-6-21 0:59, 209.02 , 1.40 , 0.90 , 263.03 , 0.26 , 0.26 , 26.30 
2020-6-21 1:14, 234.80 , 8.41 , 0.90 ," 1,785.61 ", 1.79 , 1.79 , 178.56 
2020-6-21 1:29, 234.62 , 9.56 , 0.85 ," 1,914.80 ", 1.91 , 1.91 , 191.48 
2020-6-21 1:44, 209.27 , 3.78 , 0.91 , 716.64 , 0.72 , 0.72 , 71.66 
2020-6-21 1:59, 216.79 , 2.84 , 0.95 , 584.64 , 0.58 , 0.58 , 58.46 
2020-6-21 2:14, 226.74 , 5.56 , 0.89 ," 1,117.25 ", 1.12 , 1.12 , 111.73 
2020-6-21 2:29, 213.56 , 9.21 , 0.88 ," 1,740.98 ", 1.74 , 1.74 , 174.10 
2020-6-21 2:44, 220.87 , 9.06 , 0.91 ," 1,830.31 ", 1.83 , 1.83 , 183.03 
2020-6-21 2:59, 211.24 , 6.92 , 0.88 ," 1,286.47 ", 1.29 , 1.29 , 128.65 
2020-6-21 3:14, 226.92 , 8.24 , 0.83 ," 1,556.51 ", 1.56 , 1.56 , 155.65 
2020-6-21 3:29, 223.89 , 3.73 , 0.88 , 733.01 , 0.73 , 0.73 , 73.30 
2020-6-21 3:44, 218.55 , 4.86 , 0.86 , 908.59 , 0.91 , 0.91 , 90.86 
2020-6-21 3:59, 213.25 , 8.44 , 0.81 ," 1,460.04 ", 1.46 , 1.46 , 146.00 
2020-6-21 4:14, 219.65 , 6.95 , 0.88 ," 1,347.79 ", 1.35 , 1.35 , 134.78 
2020-6-21 4:29, 212.10 , 3.26 , 0.90 , 621.32 , 0.62 , 0.62 , 62.13 
2020-6-21 4:44, 224.11 , 5.91 , 0.95 ," 1,255.26 ", 1.26 , 1.26 , 125.53 
2020-6-21 4:59, 226.65 , 7.52 , 0.90 ," 1,532.05 ", 1.53 , 1.53 , 153.20 
2020-6-21 5:14, 214.34 , 6.56 , 0.86 ," 1,206.54 ", 1.21 , 1.21 , 120.65 
2020-6-21 5:29, 233.00 , 5.34 , 0.91 ," 1,133.85 ", 1.13 , 1.13 , 113.39 
2020-6-21 5:44, 219.36 , 1.63 , 0.82 , 293.54 , 0.29 , 0.29 , 29.35 
2020-6-21 5:59, 235.96 , 6.35 , 0.86 ," 1,286.01 ", 1.29 , 1.29 , 128.60 
2020-6-21 6:14, 212.57 , 8.69 , 0.88 ," 1,628.65 ", 1.63 , 1.63 , 162.86 
2020-6-21 6:29, 228.72 , 3.61 , 0.83 , 682.37 , 0.68 , 0.68 , 68.24 
2020-6-21 6:44, 235.02 , 1.98 , 0.94 , 437.68 , 0.44 , 0.44 , 43.77 
2020-6-21 6:59, 224.17 , 2.17 , 0.89 , 434.22 , 0.43 , 0.43 , 43.42 
2020-6-21 7:14, 228.98 , 1.13 , 0.87 , 224.48 , 0.22 , 0.22 , 22.45 
2020-6-21 7:29, 214.92 , 4.39 , 0.89 , 842.99 , 0.84 , 0.84 , 84.30 
2020-6-21 7:44, 212.30 , 9.62 , 0.87 ," 1,782.83 ", 1.78 , 1.78 , 178.28 
2020-6-21 7:59, 203.68 , 5.76 , 0.95 ," 1,110.72 ", 1.11 , 1.11 , 111.07 
2020-6-21 8:14, 237.72 , 6.64 , 0.91 ," 1,435.48 ", 1.44 , 1.44 , 143.55 
2020-6-21 8:29, 234.50 , 2.88 , 0.87 , 586.98 , 0.59 , 0.59 , 58.70 
2020-6-21 8:44, 220.02 , 3.86 , 0.92 , 778.50 , 0.78 , 0.78 , 77.85 
2020-6-21 8:59, 215.89 , 2.41 , 0.94 , 487.80 , 0.49 , 0.49 , 48.78 
2020-6-21 9:14, 211.68 , 7.48 , 0.85 ," 1,345.85 ", 1.35 , 1.35 , 134.59 
2020-6-21 9:29, 208.06 , 3.90 , 0.93 , 752.09 , 0.75 , 0.75 , 75.21 
2020-6-21 9:44, 214.69 , 9.33 , 0.94 ," 1,889.71 ", 1.89 , 1.89 , 188.97 
2020-6-21 9:59, 218.31 , 1.35 , 0.91 , 268.16 , 0.27 , 0.27 , 26.82 
2020-6-21 10:14, 211.40 , 3.49 , 0.90 , 660.44 , 0.66 , 0.66 , 66.04 
2020-6-21 10:29, 226.23 , 3.41 , 0.94 , 726.67 , 0.73 , 0.73 , 72.67 
2020-6-21 10:44, 230.08 , 7.94 , 0.95 ," 1,732.30 ", 1.73 , 1.73 , 173.23 
2020-6-21 10:59, 207.86 , 4.64 , 0.80 , 772.56 , 0.77 , 0.77 , 77.26 
2020-6-21 11:14, 226.04 , 6.45 , 0.82 ," 1,201.56 ", 1.20 , 1.20 , 120.16 
2020-6-21 11:29, 231.10 , 9.23 , 0.81 ," 1,737.27 ", 1.74 , 1.74 , 173.73 
2020-6-21 11:44, 218.85 , 4.61 , 0.88 , 889.66 , 0.89 , 0.89 , 88.97 
2020-6-21 11:59, 210.26 , 4.83 , 0.86 , 875.00 , 0.88 , 0.88 , 87.50 
2020-6-21 12:14, 201.36 , 2.14 , 0.83 , 356.90 , 0.36 , 0.36 , 35.69 
2020-6-21 12:29, 237.45 , 9.87 , 0.89 ," 2,088.80 ", 2.09 , 2.09 , 208.88 
2020-6-21 12:44, 200.83 , 7.41 , 0.81 ," 1,210.30 ", 1.21 , 1.21 , 121.03 
2020-6-21 12:59, 200.57 , 6.95 , 0.84 ," 1,172.48 ", 1.17 , 1.17 , 117.25 
2020-6-21 13:14, 227.86 , 3.31 , 0.81 , 612.16 , 0.61 , 0.61 , 61.22 
2020-6-21 13:29, 202.37 , 10.00 , 0.88 ," 1,774.22 ", 1.77 , 1.77 , 177.42 
2020-6-21 13:44, 215.67 , 7.93 , 0.94 ," 1,615.08 ", 1.62 , 1.62 , 161.51 
2020-6-21 13:59, 218.81 , 7.40 , 0.81 ," 1,308.81 ", 1.31 , 1.31 , 130.88 
2020-6-21 14:14, 216.52 , 7.07 , 0.91 ," 1,399.26 ", 1.40 , 1.40 , 139.93 
2020-6-21 14:29, 227.34 , 4.24 , 0.86 , 827.65 , 0.83 , 0.83 , 82.76 
2020-6-21 14:44, 215.31 , 7.08 , 0.85 ," 1,293.97 ", 1.29 , 1.29 , 129.40 
2020-6-21 14:59, 229.41 , 7.70 , 0.92 ," 1,621.08 ", 1.62 , 1.62 , 162.11 
2020-6-21 15:14, 200.89 , 9.60 , 0.87 ," 1,682.15 ", 1.68 , 1.68 , 168.21 
2020-6-21 15:29, 215.91 , 8.28 , 0.87 ," 1,561.07 ", 1.56 , 1.56 , 156.11 
2020-6-21 15:44, 222.08 , 6.26 , 0.85 ," 1,177.09 ", 1.18 , 1.18 , 117.71 
2020-6-21 15:59, 228.06 , 1.59 , 0.88 , 320.89 , 0.32 , 0.32 , 32.09 
2020-6-21 16:14, 201.60 , 8.53 , 0.81 ," 1,396.04 ", 1.40 , 1.40 , 139.60 
2020-6-21 16:29, 213.72 , 6.46 , 0.85 ," 1,168.45 ", 1.17 , 1.17 , 116.84 
2020-6-21 16:44, 220.22 , 1.53 , 0.94 , 316.77 , 0.32 , 0.32 , 31.68 
2020-6-21 16:59, 204.32 , 6.50 , 0.92 ," 1,217.96 ", 1.22 , 1.22 , 121.80 
2020-6-21 17:14, 206.98 , 4.93 , 0.83 , 851.34 , 0.85 , 0.85 , 85.13 
2020-6-21 17:29, 231.47 , 7.80 , 0.83 ," 1,497.20 ", 1.50 , 1.50 , 149.72 
2020-6-21 17:44, 239.97 , 5.54 , 0.83 ," 1,104.48 ", 1.10 , 1.10 , 110.45 
2020-6-21 17:59, 202.49 , 5.20 , 0.91 , 958.38 , 0.96 , 0.96 , 95.84 
2020-6-21 18:14, 202.02 , 8.01 , 0.94 ," 1,519.18 ", 1.52 , 1.52 , 151.92 
2020-6-21 18:29, 231.21 , 8.31 , 0.89 ," 1,706.46 ", 1.71 , 1.71 , 170.65 
2020-6-21 18:44, 238.12 , 1.34 , 0.80 , 254.92 , 0.25 , 0.25 , 25.49 
2020-6-21 18:59, 227.27 , 6.28 , 0.85 ," 1,207.86 ", 1.21 , 1.21 , 120.79 
2020-6-21 19:14, 228.57 , 4.22 , 0.84 , 813.31 , 0.81 , 0.81 , 81.33 
2020-6-21 19:29, 206.70 , 5.17 , 0.86 , 916.72 , 0.92 , 0.92 , 91.67 
2020-6-21 19:44, 213.64 , 1.63 , 0.93 , 324.94 , 0.32 , 0.32 , 32.49 
2020-6-21 19:59, 234.98 , 8.94 , 0.88 ," 1,853.98 ", 1.85 , 1.85 , 185.40 
2020-6-21 20:14, 204.70 , 3.07 , 0.92 , 578.35 , 0.58 , 0.58 , 57.83 
2020-6-21 20:29, 212.42 , 2.97 , 0.89 , 565.28 , 0.57 , 0.57 , 56.53 
2020-6-21 20:44, 221.01 , 2.92 , 0.93 , 600.09 , 0.60 , 0.60 , 60.01 
2020-6-21 20:59, 208.48 , 4.38 , 0.90 , 819.91 , 0.82 , 0.82 , 81.99 
2020-6-21 21:14, 200.28 , 6.41 , 0.94 ," 1,209.82 ", 1.21 , 1.21 , 120.98 
2020-6-21 21:29, 216.95 , 8.75 , 0.87 ," 1,651.79 ", 1.65 , 1.65 , 165.18 
2020-6-21 21:44, 236.51 , 8.96 , 0.85 ," 1,800.68 ", 1.80 , 1.80 , 180.07 
2020-6-21 21:59, 201.54 , 7.82 , 0.90 ," 1,424.56 ", 1.42 , 1.42 , 142.46 
2020-6-21 22:14, 238.41 , 5.56 , 0.84 ," 1,112.29 ", 1.11 , 1.11 , 111.23 
2020-6-21 22:29, 206.40 , 3.47 , 0.82 , 590.22 , 0.59 , 0.59 , 59.02 
2020-6-21 22:44, 230.56 , 4.07 , 0.88 , 828.76 , 0.83 , 0.83 , 82.88 
2020-6-21 22:59, 205.61 , 7.37 , 0.86 ," 1,306.73 ", 1.31 , 1.31 , 130.67 
2020-6-21 23:14, 223.53 , 5.06 , 0.90 ," 1,020.59 ", 1.02 , 1.02 , 102.06 
2020-6-21 23:29, 211.07 , 5.33 , 0.93 ," 1,042.87 ", 1.04 , 1.04 , 104.29 
2020-6-21 23:44, 228.65 , 1.12 , 0.82 , 209.58 , 0.21 , 0.21 , 20.96 
2020-6-21 23:59, 228.90 , 5.65 , 0.91 ," 1,180.98 ", 1.18 , 1.18 , 118.10 
2020-6-22 0:14, 236.90 , 8.27 , 0.88 ," 1,721.65 ", 1.72 , 1.72 , 172.16 
2020-6-22 0:29, 226.57 , 6.46 , 0.86 ," 1,266.10 ", 1.27 , 1.27 , 126.61 
2020-6-22 0:44, 234.54 , 2.25 , 0.93 , 490.64 , 0.49 , 0.49 , 49.06 
2020-6-22 0:59, 237.40 , 7.27 , 0.94 ," 1,617.71 ", 1.62 , 1.62 , 161.77 
2020-6-22 1:14, 219.74 , 2.17 , 0.90 , 429.40 , 0.43 , 0.43 , 42.94 
2020-6-22 1:29, 227.51 , 1.73 , 0.90 , 355.59 , 0.36 , 0.36 , 35.56 
2020-6-22 1:44, 213.32 , 2.11 , 0.81 , 366.25 , 0.37 , 0.37 , 36.62 
2020-6-22 1:59, 233.76 , 4.91 , 0.81 , 931.48 , 0.93 , 0.93 , 93.15 
2020-6-22 2:14, 228.72 , 5.19 , 0.87 ," 1,035.34 ", 1.04 , 1.04 , 103.53 
2020-6-22 2:29, 224.88 , 9.28 , 0.87 ," 1,808.15 ", 1.81 , 1.81 , 180.81 
2020-6-22 2:44, 238.29 , 7.84 , 0.90 ," 1,686.81 ", 1.69 , 1.69 , 168.68 
2020-6-22 2:59, 239.10 , 2.63 , 0.85 , 535.01 , 0.54 , 0.54 , 53.50 
2020-6-22 3:14, 235.30 , 1.54 , 0.93 , 334.76 , 0.33 , 0.33 , 33.48 
2020-6-22 3:29, 202.33 , 7.53 , 0.89 ," 1,356.98 ", 1.36 , 1.36 , 135.70 
2020-6-22 3:44, 226.44 , 8.97 , 0.89 ," 1,797.46 ", 1.80 , 1.80 , 179.75 
2020-6-22 3:59, 230.59 , 7.57 , 0.82 ," 1,429.26 ", 1.43 , 1.43 , 142.93 
2020-6-22 4:14, 228.56 , 7.44 , 0.89 ," 1,519.76 ", 1.52 , 1.52 , 151.98 
2020-6-22 4:29, 220.61 , 1.79 , 0.81 , 319.47 , 0.32 , 0.32 , 31.95 
2020-6-22 4:44, 225.08 , 5.34 , 0.82 , 991.15 , 0.99 , 0.99 , 99.12 
2020-6-22 4:59, 221.13 , 6.73 , 0.91 ," 1,360.31 ", 1.36 , 1.36 , 136.03 
2020-6-22 5:14, 220.28 , 1.24 , 0.94 , 255.52 , 0.26 , 0.26 , 25.55 
2020-6-22 5:29, 233.39 , 1.38 , 0.82 , 265.57 , 0.27 , 0.27 , 26.56 
2020-6-22 5:44, 207.95 , 2.04 , 0.83 , 350.15 , 0.35 , 0.35 , 35.02 
2020-6-22 5:59, 218.49 , 1.78 , 0.93 , 362.50 , 0.36 , 0.36 , 36.25 
2020-6-22 6:14, 239.49 , 5.98 , 0.85 ," 1,220.43 ", 1.22 , 1.22 , 122.04 
2020-6-22 6:29, 226.42 , 6.62 , 0.91 ," 1,369.73 ", 1.37 , 1.37 , 136.97 
2020-6-22 6:44, 231.54 , 4.65 , 0.93 ," 1,000.91 ", 1.00 , 1.00 , 100.09 
2020-6-22 6:59, 220.48 , 4.45 , 0.87 , 856.07 , 0.86 , 0.86 , 85.61 
2020-6-22 7:14, 214.48 , 2.17 , 0.84 , 393.03 , 0.39 , 0.39 , 39.30 
2020-6-22 7:29, 206.97 , 4.32 , 0.80 , 717.26 , 0.72 , 0.72 , 71.73 
2020-6-22 7:44, 207.88 , 7.70 , 0.92 ," 1,467.67 ", 1.47 , 1.47 , 146.77 
2020-6-22 7:59, 236.57 , 9.59 , 0.88 ," 2,002.52 ", 2.00 , 2.00 , 200.25 
2020-6-22 8:14, 214.18 , 9.03 , 0.90 ," 1,746.27 ", 1.75 , 1.75 , 174.63 
2020-6-22 8:29, 203.76 , 6.57 , 0.83 ," 1,107.81 ", 1.11 , 1.11 , 110.78 
2020-6-22 8:44, 211.60 , 5.00 , 0.85 , 899.19 , 0.90 , 0.90 , 89.92 
2020-6-22 8:59, 207.87 , 2.26 , 0.85 , 400.64 , 0.40 , 0.40 , 40.06 
2020-6-22 9:14, 218.97 , 2.19 , 0.83 , 399.33 , 0.40 , 0.40 , 39.93 
2020-6-22 9:29, 227.36 , 2.65 , 0.87 , 523.24 , 0.52 , 0.52 , 52.32 
2020-6-22 9:44, 206.94 , 3.58 , 0.83 , 614.02 , 0.61 , 0.61 , 61.40 
2020-6-22 9:59, 228.53 , 3.52 , 0.85 , 680.07 , 0.68 , 0.68 , 68.01 
2020-6-22 10:14, 217.81 , 1.39 , 0.82 , 249.40 , 0.25 , 0.25 , 24.94 
2020-6-22 10:29, 200.53 , 8.86 , 0.91 ," 1,622.93 ", 1.62 , 1.62 , 162.29 
2020-6-22 10:44, 238.68 , 1.86 , 0.90 , 400.21 , 0.40 , 0.40 , 40.02 
2020-6-22 10:59, 218.37 , 8.06 , 0.89 ," 1,567.16 ", 1.57 , 1.57 , 156.72 
2020-6-22 11:14, 238.70 , 9.43 , 0.81 ," 1,821.90 ", 1.82 , 1.82 , 182.19 
2020-6-22 11:29, 239.99 , 8.29 , 0.90 ," 1,799.36 ", 1.80 , 1.80 , 179.94 
2020-6-22 11:44, 215.88 , 7.78 , 0.84 ," 1,409.05 ", 1.41 , 1.41 , 140.91 
2020-6-22 11:59, 213.66 , 9.55 , 0.92 ," 1,880.96 ", 1.88 , 1.88 , 188.10 
2020-6-22 12:14, 227.55 , 1.01 , 0.86 , 196.31 , 0.20 , 0.20 , 19.63 
