지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
90,2021-11-04 16:58,17,0,22.3,1.7,1015.7,1017.8,50.4,,23340
90,2021-11-04 16:59,17,0,355.7,0.9,1015.7,1017.8,51.1,,23340
90,2021-11-04 17:00,17,0,4.2,1,1015.7,1017.8,51.8,,23340
90,2021-11-04 17:01,17,0,13.9,1.4,1015.7,1017.8,51.7,,23340
90,2021-11-04 17:02,17,0,3.2,1.5,1015.7,1017.8,51.8,,23340
90,2021-11-04 17:03,16.9,0,4.7,1.5,1015.7,1017.8,51.4,,23340
90,2021-11-04 17:04,16.8,0,3.4,1.6,1015.8,1017.9,51.7,,23340
90,2021-11-04 17:05,16.9,0,1.7,1.3,1015.8,1017.9,51.9,,23340
90,2021-11-04 17:06,16.8,0,316.9,0.8,1015.8,1017.9,51.8,,23340
90,2021-11-04 17:07,16.6,0,304.5,0.7,1015.8,1017.9,52.6,,23340
90,2021-11-04 17:08,16.4,0,291.6,1,1015.8,1017.9,53.4,,23340
90,2021-11-04 17:09,16.2,0,298.5,1,1015.8,1017.9,54.3,,23340
90,2021-11-04 17:10,16,0,295.7,0.9,1015.8,1017.9,55,,23340
90,2021-11-04 17:11,15.9,0,285.9,1.1,1015.8,1017.9,55.5,,23340
90,2021-11-04 17:12,15.8,0,296.4,1.2,1015.8,1017.9,55.9,,23340
90,2021-11-04 17:13,15.8,0,300.4,1.1,1015.8,1017.9,55.3,,23340
90,2021-11-04 17:14,15.7,0,296,1.1,1015.9,1018,54.9,,23340
90,2021-11-04 17:15,15.7,0,295.3,1,1015.9,1018,55,,23340
90,2021-11-04 17:16,15.7,0,291.3,1.5,1015.9,1018,55.3,,23340
90,2021-11-04 17:17,15.6,0,302.7,1.2,1015.9,1018,55.6,,23340
90,2021-11-04 17:18,15.6,0,294.9,1.4,1015.9,1018,55.8,,23340
90,2021-11-04 17:19,15.5,0,289.1,1.7,1015.9,1018,56.1,,23340
90,2021-11-04 17:20,15.5,0,304.9,1.5,1015.9,1018,56.1,,23340
90,2021-11-04 17:21,15.5,0,293,1.7,1015.9,1018,55.9,,23340
90,2021-11-04 17:22,15.5,0,296,1.7,1015.9,1018,55.8,,23340
90,2021-11-04 17:23,15.5,0,296,1.5,1015.9,1018,55.5,,23340
90,2021-11-04 17:24,15.5,0,292.4,1.5,1015.9,1018,55.8,,23340
90,2021-11-04 17:25,15.4,0,292.5,1.4,1015.9,1018,56.1,,23340
90,2021-11-04 17:26,15.3,0,288.1,1.5,1015.9,1018,56.4,,23340
90,2021-11-04 17:27,15.3,0,283.3,1.7,1015.9,1018,56.9,,23340
90,2021-11-04 17:28,15.1,0,294.3,1.4,1016,1018.1,57.5,,23340
90,2021-11-04 17:29,15,0,284.2,1.6,1016,1018.1,58.1,,23340
90,2021-11-04 17:30,15,0,286.1,1.6,1016,1018.1,58.3,,23340
90,2021-11-04 17:31,14.9,0,283.8,1.8,1016,1018.1,58.9,,23340
90,2021-11-04 17:32,14.8,0,284.3,2,1016,1018.1,59.1,,23340
90,2021-11-04 17:33,14.8,0,281.5,2.1,1016.1,1018.2,59.5,,23340
90,2021-11-04 17:34,14.7,0,286.6,2.2,1016.1,1018.2,59.9,,23340
90,2021-11-04 17:35,14.6,0,285.9,2.3,1016.1,1018.2,60.2,,23340
90,2021-11-04 17:36,14.6,0,282,2.3,1016.1,1018.2,60.5,,23340
90,2021-11-04 17:37,14.5,0,285.8,2,1016.1,1018.2,60.7,,23340
90,2021-11-04 17:38,14.4,0,289,1.9,1016.2,1018.3,61,,23340
90,2021-11-04 17:39,14.4,0,288.7,1.9,1016.2,1018.3,61.1,,23340
90,2021-11-04 17:40,14.4,0,287.6,1.9,1016.2,1018.3,60.7,,23340
90,2021-11-04 17:41,14.5,0,291.2,1.9,1016.2,1018.3,60.6,,23340
90,2021-11-04 17:42,14.5,0,292.2,1.8,1016.2,1018.3,60.8,,23340
90,2021-11-04 17:43,14.4,0,292.5,1.8,1016.2,1018.3,60.9,,23340
90,2021-11-04 17:44,14.4,0,286.9,1.7,1016.2,1018.3,61.2,,23340
90,2021-11-04 17:45,14.5,0,291,1.8,1016.2,1018.3,60.8,,23340
90,2021-11-04 17:46,14.5,0,293,1.8,1016.2,1018.3,60.7,,23340
90,2021-11-04 17:47,14.5,0,292.1,1.8,1016.2,1018.3,60.8,,23340
90,2021-11-04 17:48,14.6,0,297.5,1.8,1016.2,1018.3,60.5,,23340
90,2021-11-04 17:49,14.6,0,302.6,1.7,1016.2,1018.3,60.3,,23340
90,2021-11-04 17:50,14.6,0,299.5,1.6,1016.2,1018.3,59.8,,23340
90,2021-11-04 17:51,14.7,0,305.9,1.4,1016.2,1018.3,59.7,,23340
90,2021-11-04 17:52,14.7,0,306.5,1.4,1016.3,1018.4,59.8,,23340
90,2021-11-04 17:53,14.7,0,314.3,1.5,1016.3,1018.4,59.4,,23340
90,2021-11-04 17:54,14.8,0,316.5,1.4,1016.3,1018.4,58.4,,23340
90,2021-11-04 17:55,15.1,0,315.8,1.3,1016.3,1018.4,57.5,,23340
90,2021-11-04 17:56,15.2,0,327,0.9,1016.3,1018.4,56.9,,23340
90,2021-11-04 17:57,15.3,0,317.4,0.8,1016.3,1018.4,56.7,,23340
90,2021-11-04 17:58,15.3,0,299.2,0.9,1016.3,1018.4,57,,23340
90,2021-11-04 17:59,15.1,0,284.9,1,1016.3,1018.4,57.8,,23340
90,2021-11-04 18:00,14.8,0,278.5,1.3,1016.3,1018.4,58.5,,23340
90,2021-11-04 18:01,14.7,0,282.9,1.7,1016.3,1018.4,58.8,,23340
90,2021-11-04 18:02,14.5,0,280.5,1.8,1016.3,1018.4,59.4,,23340
90,2021-11-04 18:03,14.4,0,284.1,1.9,1016.3,1018.4,59.6,,23340
90,2021-11-04 18:04,14.3,0,286,2.1,1016.4,1018.5,60,,23340
90,2021-11-04 18:05,14.2,0,287.9,2.2,1016.4,1018.5,60.5,,23340
90,2021-11-04 18:06,14.2,0,289.7,2.1,1016.4,1018.5,60.6,,23340
90,2021-11-04 18:07,14.1,0,290.1,1.9,1016.4,1018.5,60.6,,23340
90,2021-11-04 18:08,14.1,0,291.2,1.9,1016.4,1018.5,60.7,,23340
90,2021-11-04 18:09,14.1,0,296.9,1.7,1016.4,1018.5,60.8,,23340
90,2021-11-04 18:10,14.1,0,301.1,1.5,1016.4,1018.5,61.2,,23340
90,2021-11-04 18:11,14,0,306,1.1,1016.4,1018.5,61.6,,23340
90,2021-11-04 18:12,14,0,308.4,1.2,1016.4,1018.5,62,,23340
90,2021-11-04 18:13,14,0,307.1,1.2,1016.4,1018.5,61.4,,23340
90,2021-11-04 18:14,14.1,0,303.7,1.2,1016.5,1018.6,60.9,,23340
90,2021-11-04 18:15,14.1,0,301.4,1.3,1016.5,1018.6,60.7,,23340
90,2021-11-04 18:16,14.2,0,295.1,1.3,1016.5,1018.6,60.7,,23340
90,2021-11-04 18:17,14.2,0,296.8,1.2,1016.5,1018.6,60.4,,23340
90,2021-11-04 18:18,14.2,0,292.6,1.2,1016.5,1018.6,60.3,,23340
90,2021-11-04 18:19,14.1,0,292.7,1.3,1016.5,1018.6,60.2,,23340
90,2021-11-04 18:20,14.1,0,297.4,1.3,1016.5,1018.6,60.2,,23340
90,2021-11-04 18:21,14,0,299.5,1.4,1016.5,1018.6,60.6,,23340
90,2021-11-04 18:22,13.9,0,302.3,1.4,1016.5,1018.6,61.3,,23340
90,2021-11-04 18:23,13.8,0,301.8,1.4,1016.5,1018.6,61.8,,23340
90,2021-11-04 18:24,13.7,0,301.9,1.4,1016.5,1018.6,62.2,,23340
90,2021-11-04 18:25,13.7,0,299.9,1.4,1016.5,1018.6,62.3,,23340
90,2021-11-04 18:26,13.7,0,299.1,1.4,1016.6,1018.7,62.5,,23340
90,2021-11-04 18:27,13.7,0,300.3,1.3,1016.6,1018.7,62.3,,23340
90,2021-11-04 18:28,13.7,0,293.7,1.4,1016.6,1018.7,62.3,,23340
90,2021-11-04 18:29,13.7,0,292,1.5,1016.6,1018.7,62.3,,23340
90,2021-11-04 18:30,13.8,0,281.1,1.3,1016.6,1018.7,62.2,,23340
90,2021-11-04 18:31,13.7,0,284.5,1.4,1016.6,1018.7,62.3,,23340
90,2021-11-04 18:32,13.6,0,285.8,1.7,1016.6,1018.7,62.5,,23340
90,2021-11-04 18:33,13.6,0,283.2,1.7,1016.6,1018.7,62.5,,23340
90,2021-11-04 18:34,13.6,0,286,1.8,1016.6,1018.7,62.8,,23340
90,2021-11-04 18:35,13.5,0,287.5,1.7,1016.6,1018.7,63.4,,23340
90,2021-11-04 18:36,13.4,0,286.8,1.4,1016.6,1018.7,63.9,,23340
90,2021-11-04 18:37,13.3,0,288.7,1.5,1016.6,1018.7,64.4,,23340
90,2021-11-04 18:38,13.3,0,288.1,1.6,1016.6,1018.7,64.6,,23340
90,2021-11-04 18:39,13.3,0,289.1,1.8,1016.6,1018.7,64.5,,23340
90,2021-11-04 18:40,13.3,0,291.3,1.7,1016.6,1018.7,63.5,,23340
90,2021-11-04 18:41,13.4,0,292.5,1.7,1016.7,1018.8,63.2,,23340
90,2021-11-04 18:42,13.4,0,293.6,1.6,1016.7,1018.8,63.3,,23340
90,2021-11-04 18:43,13.4,0,291.9,1.5,1016.7,1018.8,63.2,,23340
90,2021-11-04 18:44,13.4,0,289.9,1.5,1016.7,1018.8,63.1,,23340
90,2021-11-04 18:45,13.4,0,287.1,1.5,1016.7,1018.8,63.1,,23340
90,2021-11-04 18:46,13.4,0,286.7,1.5,1016.7,1018.8,63,,23340
90,2021-11-04 18:47,13.3,0,287.7,1.6,1016.7,1018.8,63,,23340
90,2021-11-04 18:48,13.3,0,288.9,1.5,1016.7,1018.8,63.1,,23340
90,2021-11-04 18:49,13.2,0,285.1,1.7,1016.7,1018.8,63.3,,23340
90,2021-11-04 18:50,13.2,0,286.3,1.7,1016.7,1018.8,63.5,,23340
90,2021-11-04 18:51,13.2,0,284,1.7,1016.8,1018.9,63.5,,23340
90,2021-11-04 18:52,13.2,0,285.9,1.6,1016.8,1018.9,63.5,,23340
90,2021-11-04 18:53,13.1,0,288.7,1.7,1016.8,1018.9,63.9,,23340
90,2021-11-04 18:54,13,0,291.1,1.7,1016.8,1018.9,64.1,,23340
90,2021-11-04 18:55,13,0,286.5,1.7,1016.8,1018.9,64.2,,23340
90,2021-11-04 18:56,13,0,289.1,1.5,1016.9,1019,64.2,,23340
90,2021-11-04 18:57,12.9,0,287.8,1.6,1016.9,1019,64.1,,23340
90,2021-11-04 18:58,13,0,290.9,1.5,1016.9,1019,64.1,,23340
90,2021-11-04 18:59,13,0,293.7,1.2,1016.9,1019,64.1,,23340
90,2021-11-04 19:00,13,0,294.5,1.2,1016.9,1019,64.1,,23340
90,2021-11-04 19:01,13,0,292.4,1.4,1016.9,1019,64.2,,23340
90,2021-11-04 19:02,13,0,307,1.4,1016.9,1019,63.9,,23340
90,2021-11-04 19:03,13.1,0,300.2,1.7,1016.9,1019,63.4,,23340
90,2021-11-04 19:04,13.1,0,293,1.6,1016.9,1019,63.1,,23340
90,2021-11-04 19:05,13.2,0,293.2,1.7,1016.9,1019,62.8,,23340
90,2021-11-04 19:06,13.2,0,293.5,1.7,1016.9,1019,62.1,,23340
90,2021-11-04 19:07,13.3,0,281.6,1.8,1016.9,1019,61.8,,23340
90,2021-11-04 19:08,13.3,0,283.5,1.8,1016.9,1019,62.2,,23340
90,2021-11-04 19:09,13.2,0,279.7,1.7,1017,1019.1,62.4,,23340
90,2021-11-04 19:10,13.2,0,286.5,1.8,1017,1019.1,62.4,,23340
90,2021-11-04 19:11,13.1,0,290.5,1.7,1017,1019.1,62.3,,23340
90,2021-11-04 19:12,13.1,0,292.6,1.6,1017,1019.1,62.1,,23340
90,2021-11-04 19:13,13.2,0,301.2,1.6,1017,1019.1,61.9,,23340
90,2021-11-04 19:14,13.2,0,293.6,1.6,1017,1019.1,62,,23340
90,2021-11-04 19:15,13.1,0,290.7,1.7,1017.1,1019.2,62.1,,23340
90,2021-11-04 19:16,13.1,0,294.4,1.6,1017.1,1019.2,62.1,,23340
90,2021-11-04 19:17,13,0,300.6,1.5,1017.1,1019.2,62.2,,23340
90,2021-11-04 19:18,13,0,303.3,1.3,1017.1,1019.2,62.1,,23340
90,2021-11-04 19:19,13.1,0,285.5,1.5,1017.1,1019.2,61.7,,23340
90,2021-11-04 19:20,13,0,284.6,1.5,1017.1,1019.2,62.2,,23340
90,2021-11-04 19:21,12.9,0,290.3,1.5,1017.1,1019.2,62.3,,23340
90,2021-11-04 19:22,12.9,0,291.1,1.7,1017.1,1019.2,62.7,,23340
90,2021-11-04 19:23,12.8,0,278.7,1.6,1017.1,1019.2,62.9,,23340
90,2021-11-04 19:24,12.8,0,281.2,1.6,1017.2,1019.3,62.7,,23340
90,2021-11-04 19:25,12.9,0,289.3,1.4,1017.2,1019.3,62.2,,23340
90,2021-11-04 19:26,13,0,295,1.4,1017.2,1019.3,61.9,,23340
90,2021-11-04 19:27,12.9,0,290.3,1.4,1017.2,1019.3,62,,23340
90,2021-11-04 19:28,12.9,0,273.2,1.6,1017.2,1019.3,62.2,,23340
90,2021-11-04 19:29,12.9,0,271.3,1.5,1017.2,1019.3,61.9,,23340
90,2021-11-04 19:30,12.9,0,271.8,1.5,1017.2,1019.3,61.7,,23340
90,2021-11-04 19:31,12.8,0,273.3,1.5,1017.2,1019.3,62.4,,23340
90,2021-11-04 19:32,12.7,0,273.4,1.2,1017.2,1019.3,62.7,,23340
90,2021-11-04 19:33,12.6,0,275.9,1,1017.2,1019.3,62.8,,23340
90,2021-11-04 19:34,12.6,0,284,1,1017.2,1019.3,62.8,,23340
90,2021-11-04 19:35,12.7,0,293.6,0.9,1017.2,1019.3,62.1,,23340
90,2021-11-04 19:36,12.8,0,273,1,1017.2,1019.3,61.9,,23340
90,2021-11-04 19:37,12.5,0,268.8,1.1,1017.2,1019.3,63.3,,23340
90,2021-11-04 19:38,12.4,0,277.3,1.2,1017.2,1019.3,64.1,,23340
90,2021-11-04 19:39,12.3,0,277.9,1.3,1017.2,1019.3,64.2,,23340
90,2021-11-04 19:40,12.3,0,272.4,1.3,1017.2,1019.3,63.7,,23340
90,2021-11-04 19:41,12.3,0,274.7,1.4,1017.2,1019.3,63.7,,23340
90,2021-11-04 19:42,12.4,0,274.2,1.4,1017.2,1019.3,63.6,,23340
90,2021-11-04 19:43,12.4,0,271.9,1.4,1017.2,1019.3,63,,23340
90,2021-11-04 19:44,12.5,0,272.6,1.3,1017.2,1019.3,63,,23340
90,2021-11-04 19:45,12.4,0,274,1.2,1017.2,1019.3,63.5,,23340
90,2021-11-04 19:46,12.2,0,268.4,1.2,1017.2,1019.3,64.7,,23340
90,2021-11-04 19:47,12.2,0,267.5,1.5,1017.2,1019.3,64.7,,23340
90,2021-11-04 19:48,12.2,0,272.8,1.5,1017.2,1019.3,63.8,,23340
90,2021-11-04 19:49,12.3,0,279.5,1.3,1017.2,1019.3,63.9,,23340
90,2021-11-04 19:50,12.2,0,267.4,1.1,1017.2,1019.3,63.9,,23340
90,2021-11-04 19:51,12.2,0,271.3,0.8,1017.2,1019.3,64.2,,23340
90,2021-11-04 19:52,12.1,0,279.8,0.7,1017.3,1019.4,64.6,,23340
90,2021-11-04 19:53,12.1,0,288.3,0.8,1017.3,1019.4,65,,23340
90,2021-11-04 19:54,12.1,0,279.9,0.9,1017.3,1019.4,64.7,,23340
90,2021-11-04 19:55,12.1,0,276.2,1,1017.3,1019.4,64.4,,23340
90,2021-11-04 19:56,12.2,0,279.2,1,1017.3,1019.4,63.9,,23340
90,2021-11-04 19:57,12.3,0,271.9,1.2,1017.3,1019.4,63,,23340
90,2021-11-04 19:58,12.4,0,271.4,1.3,1017.3,1019.4,62.4,,23340
90,2021-11-04 19:59,12.5,0,273.9,1.4,1017.3,1019.4,62.2,,23340
90,2021-11-04 20:00,12.6,0,277.7,1.3,1017.3,1019.4,62.1,,23340
90,2021-11-04 20:01,12.5,0,263.4,1,1017.3,1019.4,62.1,,23340
90,2021-11-04 20:02,12.3,0,261.7,1.1,1017.4,1019.5,63.1,,23340
90,2021-11-04 20:03,12.3,0,266.5,1.1,1017.4,1019.5,63.1,,23340
90,2021-11-04 20:04,12.3,0,271.1,1.1,1017.4,1019.5,62.4,,23340
90,2021-11-04 20:05,12.4,0,283.1,1.2,1017.4,1019.5,62,,23340
90,2021-11-04 20:06,12.3,0,283.5,1.3,1017.4,1019.5,62.5,,23340
90,2021-11-04 20:07,12.2,0,283.2,1.3,1017.4,1019.5,63,,23340
90,2021-11-04 20:08,12.1,0,278.6,1.2,1017.4,1019.5,63.6,,23340
90,2021-11-04 20:09,12,0,278.3,1.2,1017.4,1019.5,63.8,,23340
90,2021-11-04 20:10,12.1,0,280.7,1.2,1017.4,1019.5,63.4,,23340
90,2021-11-04 20:11,12.2,0,281.3,1,1017.4,1019.5,62.8,,23340
90,2021-11-04 20:12,12.3,0,273.8,0.9,1017.4,1019.5,62.6,,23340
90,2021-11-04 20:13,12.1,0,278.5,1,1017.5,1019.6,63.4,,23340
90,2021-11-04 20:14,12.1,0,276.4,1.2,1017.5,1019.6,63.4,,23340
90,2021-11-04 20:15,12.3,0,269.1,1.1,1017.5,1019.6,62.4,,23340
90,2021-11-04 20:16,12.3,0,265.7,1.2,1017.5,1019.6,62.5,,23340
90,2021-11-04 20:17,12.2,0,275.2,1.1,1017.5,1019.6,62.7,,23340
90,2021-11-04 20:18,12.2,0,276.9,1.1,1017.5,1019.6,62.6,,23340
90,2021-11-04 20:19,12.3,0,277.9,0.9,1017.5,1019.6,62.1,,23340
90,2021-11-04 20:20,12.4,0,269.3,1,1017.5,1019.6,61.9,,23340
90,2021-11-04 20:21,12.4,0,277.7,0.9,1017.5,1019.6,61.8,,23340
90,2021-11-04 20:22,12.4,0,275.1,0.9,1017.6,1019.7,61.4,,23340
90,2021-11-04 20:23,12.5,0,262.6,0.9,1017.6,1019.7,61.1,,23340
90,2021-11-04 20:24,12.5,0,261.1,0.9,1017.6,1019.7,61.1,,23340
90,2021-11-04 20:25,12.7,0,263.2,0.9,1017.6,1019.7,60.6,,23340
90,2021-11-04 20:26,12.8,0,267.1,0.7,1017.6,1019.7,59.7,,23340
90,2021-11-04 20:27,12.8,0,272,0.6,1017.6,1019.7,59.7,,23340
90,2021-11-04 20:28,12.8,0,262.8,0.6,1017.6,1019.7,59.5,,23340
90,2021-11-04 20:29,12.9,0,250.8,0.6,1017.6,1019.7,59,,23340
90,2021-11-04 20:30,13,0,256.8,0.7,1017.6,1019.7,59,,23340
90,2021-11-04 20:31,12.9,0,262.5,0.8,1017.6,1019.7,59.3,,23340
90,2021-11-04 20:32,12.9,0,256.6,1.1,1017.6,1019.7,59.5,,23340
90,2021-11-04 20:33,13,0,263.8,1,1017.6,1019.7,58.9,,23340
90,2021-11-04 20:34,13,0,267.2,1.1,1017.6,1019.7,58.9,,23340
90,2021-11-04 20:35,13.1,0,272.7,1,1017.6,1019.7,58.5,,23340
90,2021-11-04 20:36,13.1,0,267.3,1,1017.5,1019.6,58.4,,23340
90,2021-11-04 20:37,13.1,0,262.5,0.9,1017.5,1019.6,58.4,,23340
90,2021-11-04 20:38,13,0,264.5,0.9,1017.5,1019.6,59,,23340
90,2021-11-04 20:39,12.9,0,263.1,1,1017.5,1019.6,59.3,,23340
90,2021-11-04 20:40,12.9,0,260,1,1017.5,1019.6,59.3,,23340
90,2021-11-04 20:41,12.9,0,257.7,1,1017.5,1019.6,58.8,,23340
90,2021-11-04 20:42,13,0,260.6,1.1,1017.5,1019.6,58.6,,23340
90,2021-11-04 20:43,13.1,0,247.5,0.7,1017.5,1019.6,58.5,,23340
90,2021-11-04 20:44,13,0,289.1,0.6,1017.5,1019.6,58.9,,23340
90,2021-11-04 20:45,12.7,0,293.1,0.8,1017.5,1019.6,60.1,,23340
90,2021-11-04 20:46,12.6,0,280.8,0.6,1017.5,1019.6,60.4,,23340
90,2021-11-04 20:47,12.5,0,284.9,0.7,1017.5,1019.6,60.4,,23340
90,2021-11-04 20:48,12.4,0,291.1,0.8,1017.5,1019.6,60.7,,23340
90,2021-11-04 20:49,12.3,0,305.7,0.9,1017.6,1019.7,61.5,,23340
90,2021-11-04 20:50,12.2,0,313.4,0.7,1017.6,1019.7,62.2,,23340
90,2021-11-04 20:51,12.2,0,324,0.4,1017.6,1019.7,61.9,,23340
90,2021-11-04 20:52,12.3,0,307.6,0,1017.6,1019.7,61.5,,23340
90,2021-11-04 20:53,12.4,0,306.5,0,1017.6,1019.7,60.8,,23340
90,2021-11-04 20:54,12.8,0,289.6,0,1017.6,1019.7,59.7,,23340
90,2021-11-04 20:55,12.9,0,284.2,0,1017.6,1019.7,59.2,,23340
90,2021-11-04 20:56,12.9,0,280.8,0,1017.6,1019.7,59.3,,23340
90,2021-11-04 20:57,13,0,283.6,0,1017.6,1019.7,59,,23340
90,2021-11-04 20:58,13,0,282.6,0,1017.7,1019.8,58.8,,23340
90,2021-11-04 20:59,13.1,0,279.3,0,1017.7,1019.8,58.5,,23340
90,2021-11-04 21:00,13.1,0,282,0,1017.7,1019.8,58.3,,23340
90,2021-11-04 21:01,13.1,0,269.6,0,1017.7,1019.8,58.3,,23340
90,2021-11-04 21:02,13.1,0,274.7,0,1017.7,1019.8,58.2,,23340
90,2021-11-04 21:03,13,0,274.7,0,1017.7,1019.8,58.2,,23340
90,2021-11-04 21:04,13,0,272.4,0,1017.7,1019.8,58.4,,23340
90,2021-11-04 21:05,13,0,280.9,0,1017.7,1019.8,58.2,,23340
90,2021-11-04 21:06,13,0,278.5,0,1017.7,1019.8,57.9,,23340
90,2021-11-04 21:07,13.1,0,280.8,0.2,1017.7,1019.8,57.9,,23340
90,2021-11-04 21:08,13,0,276.5,0.7,1017.8,1019.9,57.9,,23340
90,2021-11-04 21:09,13,0,272.3,0.8,1017.8,1019.9,58.1,,23340
90,2021-11-04 21:10,12.9,0,275.2,1,1017.8,1019.9,58.7,,23340
90,2021-11-04 21:11,12.9,0,281.1,1.4,1017.8,1019.9,58.8,,23340
90,2021-11-04 21:12,13,0,281.3,1.4,1017.8,1019.9,58.4,,23340
90,2021-11-04 21:13,13,0,278.4,1.2,1017.8,1019.9,58.5,,23340
90,2021-11-04 21:14,12.8,0,277.1,1.2,1017.8,1019.9,58.8,,23340
90,2021-11-04 21:15,12.8,0,274.8,1,1017.8,1019.9,59,,23340
90,2021-11-04 21:16,12.7,0,274.4,1,1017.8,1019.9,59.2,,23340
90,2021-11-04 21:17,12.7,0,273.1,1,1017.8,1019.9,59.4,,23340
90,2021-11-04 21:18,12.6,0,276.4,0.9,1017.8,1019.9,59.7,,23340
90,2021-11-04 21:19,12.6,0,278.9,0.8,1017.9,1020,59.7,,23340
90,2021-11-04 21:20,12.5,0,267.4,0.9,1017.9,1020,59.8,,23340
90,2021-11-04 21:21,12.4,0,271.6,1,1017.9,1020,60.3,,23340
90,2021-11-04 21:22,12.4,0,275.4,1.2,1017.9,1020,60.8,,23340
90,2021-11-04 21:23,12.3,0,277.7,1.3,1017.9,1020,61.2,,23340
90,2021-11-04 21:24,12.3,0,264.8,1.3,1017.9,1020,61,,23340
90,2021-11-04 21:25,12.1,0,255.4,1.3,1017.9,1020,61.7,,23340
90,2021-11-04 21:26,12.1,0,249.7,0.7,1017.9,1020,61.8,,23340
90,2021-11-04 21:27,12.1,0,247.8,0.6,1017.9,1020,61.6,,23340
90,2021-11-04 21:28,12.1,0,264.9,0.7,1017.9,1020,61.7,,23340
90,2021-11-04 21:29,12.1,0,261,0.9,1017.9,1020,61.7,,23340
90,2021-11-04 21:30,12.1,0,257.7,0.8,1018,1020.1,61.5,,23340
90,2021-11-04 21:31,12.2,0,247.9,0.7,1018,1020.1,61,,23340
90,2021-11-04 21:32,12.3,0,234.5,0.5,1018,1020.1,60.8,,23340
90,2021-11-04 21:33,12.3,0,216.4,0.4,1018,1020.1,60.6,,23340
90,2021-11-04 21:34,12.2,0,199.6,0.3,1018,1020.1,61.4,,23340
90,2021-11-04 21:35,12,0,196.7,0.6,1018,1020.1,62.2,,23340
90,2021-11-04 21:36,11.8,0,192.1,0.8,1018,1020.1,63.1,,23340
90,2021-11-04 21:37,11.6,0,190.7,0.9,1018,1020.1,63.7,,23340
90,2021-11-04 21:38,11.6,0,197.9,0.7,1018,1020.1,64.2,,23340
90,2021-11-04 21:39,11.5,0,187.7,0.9,1018.1,1020.2,64.6,,23340
90,2021-11-04 21:40,11.5,0,181.8,1,1018.1,1020.2,64.8,,23340
90,2021-11-04 21:41,11.5,0,185.9,1.1,1018.1,1020.2,64.8,,23340
90,2021-11-04 21:42,11.6,0,176.8,1.1,1018.1,1020.2,64.6,,23340
90,2021-11-04 21:43,11.6,0,171.9,0.8,1018.1,1020.2,64.4,,23340
90,2021-11-04 21:44,11.7,0,167.8,0.8,1018.1,1020.2,63.7,,23340
90,2021-11-04 21:45,11.8,0,160.2,0.7,1018.1,1020.2,63.1,,23340
90,2021-11-04 21:46,11.9,0,150.6,0.8,1018.2,1020.3,62.8,,23340
90,2021-11-04 21:47,12,0,143.1,1,1018.2,1020.3,62.6,,23340
90,2021-11-04 21:48,12,0,136.4,1,1018.2,1020.3,62.7,,23340
90,2021-11-04 21:49,11.9,0,178.5,0.1,1018.2,1020.3,62.9,,23340
90,2021-11-04 21:50,11.9,0,149.8,0,1018.2,1020.3,63.1,,23340
90,2021-11-04 21:51,11.9,0,167.5,0,1018.2,1020.3,62.7,,23340
90,2021-11-04 21:52,12,0,117,0,1018.2,1020.3,62.6,,23340
90,2021-11-04 21:53,12.1,0,111.5,0,1018.3,1020.4,62.5,,23340
90,2021-11-04 21:54,12.2,0,117.1,0,1018.3,1020.4,61.8,,23340
90,2021-11-04 21:55,12.4,0,119.2,0,1018.3,1020.4,61.2,,23340
90,2021-11-04 21:56,12.5,0,120.4,0,1018.3,1020.4,60.6,,23340
90,2021-11-04 21:57,12.6,0,123.3,0,1018.3,1020.4,60.2,,23340
90,2021-11-04 21:58,12.7,0,124.8,0,1018.3,1020.4,59.9,,23340
90,2021-11-04 21:59,12.8,0,113.3,0,1018.3,1020.4,59.8,,23340
90,2021-11-04 22:00,12.8,0,103.2,0,1018.3,1020.4,59.7,,23340
90,2021-11-04 22:01,12.7,0,98.3,0,1018.4,1020.5,60,,23340
90,2021-11-04 22:02,12.6,0,102.4,0,1018.4,1020.5,60.8,,23340
90,2021-11-04 22:03,12.7,0,112.9,0,1018.4,1020.5,60.2,,23340
90,2021-11-04 22:04,12.7,0,103.9,0,1018.4,1020.5,60.1,,23340
90,2021-11-04 22:05,12.7,0,96.6,0,1018.4,1020.5,60.1,,23340
90,2021-11-04 22:06,12.7,0,75.1,0,1018.4,1020.5,59.7,,23340
90,2021-11-04 22:07,12.9,0,51.8,0,1018.4,1020.5,58.8,,23340
90,2021-11-04 22:08,13,0,86,0,1018.4,1020.5,58.8,,23340
90,2021-11-04 22:09,12.9,0,345.7,0,1018.4,1020.5,59.2,,23340
90,2021-11-04 22:10,13,0,332.1,0,1018.4,1020.5,58,,23340
90,2021-11-04 22:11,13.1,0,327.6,0,1018.4,1020.5,57.5,,23340
90,2021-11-04 22:12,13.2,0,296.1,0,1018.4,1020.5,57.2,,23340
90,2021-11-04 22:13,13.1,0,284.7,0,1018.4,1020.5,58.1,,23340
90,2021-11-04 22:14,13,0,288.8,0,1018.5,1020.6,57.9,,23340
90,2021-11-04 22:15,13.1,0,294.5,0,1018.5,1020.6,57.1,,23340
90,2021-11-04 22:16,13.4,0,286.4,0,1018.5,1020.6,55.7,,23340
